"","cpnd","dates","slope","r2","ChemFormula","O_C_ratio","RT1","RT2","Retention_index","d_alkane_RTI","Func_group_cat","Func_Group_Cat_3","Haofei_cat","Cstar_Cat"
"314","C9 Diacid (azelaic acid)",2020-12-04,0.000225291817401937,0.990217581085508,"C9H16O4",0.444444444,45.88399818,0.947756575,1822,1822.818792,"Acid","Acid","MOOA","CHO"
"315","C8 acid",2020-12-04,0.000604180085067282,0.78948554962744,"C8H16O2",0.25,27.34072511,0.71829972,1293,1293.392792,"Acid","Acid","LOOA","CHO"
"316","C28 acid",2020-12-04,0.0020037687048273,0.993012045248961,"C28H56O2",0.071428571,77.9825181,0.73825249,3291,3291.954023,"Acid","Acid","LOOA","CHO"
"317","C26 acid",2020-12-04,0.00149405332182584,0.99635491926094,"C26H52O2",0.076923077,74.47947678,0.71829972,3088,3088.172043,"Acid","Acid","LOOA","CHO"
"318","C24 acid",2020-12-04,0.000937907364660291,0.993419072822684,"C24H48O2",0.083333333,70.78605278,0.69834695,2886,2886.868687,"Acid","Acid","LOOA","CHO"
"319","C22 acid",2020-12-04,0.000630650519652039,0.957999023249157,"C22H44O2",0.090909091,66.82609303,0.688370565,2684,2684.90566,"Acid","Acid","LOOA","CHO"
"320","C18 Acid",2020-12-04,0.000120193535934945,0.952461685648163,"C18H36O2",0.111111111,57.95426012,0.69834695,2280,2280.645161,"Acid","Acid","LOOA","CHO"
"321","C17 acid",2020-12-04,0.000705580915243007,0.963924119486841,"C17H34O2",0.117647059,55.47928528,0.668417795,2177,2177.777778,"Acid","Acid","LOOA","CHO"
"322","C14 Diacid",2020-12-04,0.000517425968535365,0.970041070690709,"C14H26O4",0.285714286,58.83002045,0.887898265,2317,2317.741935,"Acid","Acid","MOOA","CHO"
"323","C13 acid",2020-12-04,0.000264816680517959,0.983773787877977,"C13H26O2",0.153846154,44.51324288,0.688370565,1776,1776.829268,"Acid","Acid","LOOA","CHO"
"324","C12 diacid",2020-12-04,0.00035269560357336,0.979202103575004,"C12H22O4",0.333333333,53.99430037,0.907851035,2120,2120,"Acid","Acid","MOOA","CHO"
"325","C10 diacid (sebacic acid)",2020-12-04,0.000291674201570245,0.978099677085555,"C10H18O4",0.4,48.70166185,0.93778019,1922,1922.147651,"Acid","Acid","MOOA","CHO"
"326","C35",2020-12-04,0.00139821760430644,0.998320039511135,"C35H72",0,82.6278555,0.71829972,3564,3564.835165,"Alkane","Alkane","Hydrocarbon","CH"
"327","C33",2020-12-04,0.000999133544381219,0.999586512853058,"C33H38",0,79.16289072,0.63848864,3363,3363.218391,"Alkane","Alkane","Hydrocarbon","CH"
"328","C32",2020-12-04,0.00087090384914034,0.998088742406428,"C32H66",0,77.44944659,0.628512255,3259,3259.770115,"Alkane","Alkane","Hydrocarbon","CH"
"329","C31",2020-12-04,0.000670653977178391,0.986167645860127,"C31H64",0,75.73600247,0.61853587,3159,3159.139785,"Alkane","Alkane","Hydrocarbon","CH"
"330","C30",2020-12-04,0.000554434057394459,0.974914969677917,"C30H62",0,73.94640527,0.5985831,3058,3058.064516,"Alkane","Alkane","Hydrocarbon","CH"
"331","C29",2020-12-04,0.00046452257228506,0.973418657479646,"C29H60",0,72.08065501,0.588606715,2955,2955.555556,"Alkane","Alkane","Hydrocarbon","CH"
"332","C27",2020-12-04,0.000413758143796128,0.963573771603558,"C27H56",0,68.15877179,0.568653945,2750,2750.943396,"Alkane","Alkane","Hydrocarbon","CH"
"333","C26",2020-12-04,0.000542923375281972,0.985877574943871,"C26H54",0,66.10263884,0.568653945,2649,2649.056604,"Alkane","Alkane","Hydrocarbon","CH"
"334","C25",2020-12-04,0.000354803557702834,0.974798836664653,"C25H52",0,63.93227628,0.55867756,2545,2545.614035,"Alkane","Alkane","Hydrocarbon","CH"
"335","C24",2020-12-04,0.000325307119906576,0.992300414050767,"C24H50",0,61.72383719,0.548701175,2443,2443.859649,"Alkane","Alkane","Hydrocarbon","CH"
"336","C23",2020-12-04,0.000324444390105416,0.996660551645066,"C23H48",0,59.40116849,0.548701175,2341,2341.935484,"Alkane","Alkane","Hydrocarbon","CH"
"337","C22",2020-12-04,0.000324951685632796,0.995946535667971,"C22H46",0,56.96427018,0.53872479,2238,2238.709677,"Alkane","Alkane","Hydrocarbon","CH"
"338","C21",2020-12-04,0.000336498395332265,0.994426557170881,"C21H44",0,54.4512188,0.51877202,2137,2137.777778,"Alkane","Alkane","Hydrocarbon","CH"
"339","C20",2020-12-04,0.000339550384698953,0.985843455594654,"C20H42",0,51.78586128,0.51877202,2034,2034.074074,"Alkane","Alkane","Hydrocarbon","CH"
"340","C19",2020-12-04,0.000349954468008515,0.988782461718325,"C19H40",0,49.04435068,0.508795635,1934,1934.228188,"Alkane","Alkane","Hydrocarbon","CH"
"341","C18",2020-12-04,0.000475747389448819,0.99879432708932,"C18H38",0,46.1124574,0.49881925,1830,1830.872483,"Alkane","Alkane","Hydrocarbon","CH"
"342","C17",2020-12-04,0.000943538585861637,0.94359045344152,"C17H36",0,43.06633451,0.488842865,1730,1730.487805,"Alkane","Alkane","Hydrocarbon","CH"
"343","C16",2020-12-04,0.00150124094323638,0.949851738509862,"C16H34",0,39.82982895,0.488842865,1626,1626.829268,"Alkane","Alkane","Hydrocarbon","CH"
"344","C14",2020-12-04,0.0031524495062537,0.933780360815491,"C14H30",0,32.82374631,0.468890095,1422,1422.95082,"Alkane","Alkane","Hydrocarbon","CH"
"345","9H-Florenone",2020-12-04,0.000373113349799955,0.991755624582614,"C13H10",0,44.55131942,1.386717515,1778,1778.04878,"Ketone","Ketone",NA,"CH"
"346","4-terpineol (?)",2020-12-04,0.0107231369792111,0.940442478644636,"C10H18O",0.1,23.87576033,0.77815803,1206,1206.678663,"Alcohol","Alcohol",NA,"CHO"
"347","4-nitrocatechol",2020-12-04,0.000739129995739002,0.991998950449183,"C6H5NO4",0.666666667,44.28478367,1.566292445,1769,1769.512195,"Cat","Cat",NA,"CHON"
"348","4-hydroxybenzoic acid",2020-12-04,0.0004213518523929,0.986466092137902,"C7H6O3",0.428571429,40.59135967,0.887898265,1651,1651.219512,"Acid","Acid",NA,"CHO"
"349","4, 4 dimethoxy-benzophenone",2020-12-04,0.000508763427042634,0.960572722638228,"C15H14O3",0.2,58.25887241,1.446575825,2293,2293.548387,"Ketone","Ketone",NA,"CHO"
"350","3-5-dimethoxyphenol",2020-12-04,0.000590226860785829,0.967509413463474,"C8H10O3",0.375,36.4029407,0.87792188,1525,1525.68306,"Alcohol","Alcohol",NA,"CHO"
"351","16-OH C16 Acid, TMS",2020-12-04,0.000402565865216966,0.875274891611861,"C16H32O3",0.1875,61.4192249,0.688370565,2429,2429.824561,"Acid","Acid","LOOA","CHO"
"352","12-OH C18 Acid, TMS",2020-12-04,0.000708179797284344,0.975504007883377,"C18H36O3",0.166666667,62.29498523,0.69834695,2470,2470.175439,"Acid","Acid","LOOA","CHO"
"353","xanthone",2020-12-10,0.000486353398311812,0.959768965222475,"C13H8O2",0.153846154,48.24474342,1.37674113,1906,1906.040268,"Ketone","Ketone",NA,"CHO"
"354","verbenone (-)",2020-12-10,0.0185891018641097,0.869461538358491,"C10H14O",0.1,25.09420948,2.065111695,1237,1237.171543,"Ketone","Ketone",NA,"CHO"
"355","vanillin",2020-12-10,0.000471178348546203,0.974155452137225,"C8H8O3",0.375,37.54523678,1.33683559,1558,1558.469945,"Aldehyde","Aldehyde","BBOA","CHO"
"356","vanillic acid",2020-12-10,0.000173696824753493,0.800010562061425,"C8H8O4",0.5,44.89400825,0.87792188,1789,1789.02439,"Acid","Acid",NA,"CHO"
"357","tridecanal (?)",2020-12-10,0.00343786306214083,0.991975085271856,"C13H26O",0.076923077,36.8217826,0.927803805,1537,1537.704918,"Aldehyde","Aldehyde",NA,"CHO"
"358","triacetin",2020-12-10,0.00216599989789859,0.959153798776487,"C9H14O6",0.666666667,30.386848,2.11499362,1362,1362.952186,"Misc","Misc",NA,"CHO"
"359","threitol",2020-12-10,0.000462744268302168,0.967421069465926,"C4H10O4",1,36.25063456,0.528748405,1521,1521.311475,"Alcohol","Alcohol","ISOPSOA","CHO"
"360","syringol",2020-12-10,0.0014819753740651,0.995910863779644,"C8H10O3",0.375,32.67144016,0.81806357,1418,1418.579235,"Alcohol","Alcohol","LOOA","CHO"
"361","syringic acid",2020-12-10,0.000422297355774866,0.932191361428775,"C9H10O5",0.555555556,48.77781493,0.87792188,1924,1924.832215,"Acid","Acid",NA,"CHO"
"362","syringaldehyde",2020-12-10,0.000259639247284506,0.996856860636869,"C9H10O4",0.444444444,42.95210491,1.326859205,1726,1726.829268,"Aldehyde","Aldehyde",NA,"CHO"
"363","stigmasterol",2020-12-10,0.000790236288872458,0.987560484674762,"C19H48O",0.052631579,78.85827843,0.85796911,3344,3344.827586,"Misc","Sterol",NA,"CHO"
"364","squalene",2020-12-10,0.000492492758895722,0.926555674492082,"C30H50",0,70.44336395,0.5985831,2868,2868.686869,"Misc","Terpene","SESQ","CH"
"365","sinapinaldehyde",2020-12-10,0.000531103403220191,0.995306441600944,"C11H12O4",0.363636364,51.74778474,1.53636329,2032,2032.592593,"Aldehyde","Aldehyde",NA,"CHO"
"366","retene",2020-12-10,0.000232990929879311,0.989029892816988,"C18H18",0,57.64964783,1.047520425,2267,2267.741935,"PAH","Arom",NA,"CH"
"367","resorcinol",2020-12-10,0.00108839204524968,0.932811281651371,"C6H6O2",0.333333333,31.98606251,0.728276105,1399,1399.138423,"Cat","Cat",NA,"CHO"
"368","quinoline",2020-12-10,0.000476559417100419,0.962713493171868,"C9H7N",0,26.73150054,1.09740235,1278,1278.146352,"PAH","Arom",NA,"CHN"
"369","pyrocatechol",2020-12-10,0.00106051288232632,0.826072119171153,"C6H6O2",0.333333333,29.35878153,0.67839418,1339,1339.689606,"Cat","Cat",NA,"CHO"
"370","pyrene",2020-12-10,0.000260613357332934,0.998969937525466,"C10H16",0,55.32697913,1.21711897,2171,2171.851852,"PAH","Arom",NA,"CH"
"371","pinonic acid",2020-12-10,0.00171923083899287,0.99615250785165,"C10H16O3",0.3,37.27870103,1.466528595,1550,1550.819672,"Acid","Acid","MTSOA","CHO"
"372","pinic acid 2",2020-12-10,0.000717761636162143,0.974033029575771,"C9H14O4",0.444444444,42.03826804,0.97768573,1697,1697.560976,"Acid","Acid","MTSOA","CHO"
"373","pinic acid 1",2020-12-10,0.000497317210752886,0.966225716628147,"C9H14O4",0.444444444,41.8859619,0.967709345,1692,1692.682927,"Acid","Acid","MTSOA","CHO"
"374","phthalimide",2020-12-10,0.00127338767796575,0.978466526650541,"C8H5NO2",0.25,38.76368594,1.13730789,1593,1593.442623,"Amide","Misc",NA,"CHON"
"375","phthalic acid",2020-12-10,0.000697454269928631,0.976134097817967,"C8H6O4",0.5,42.57133954,1.107378735,1714,1714.634146,"Acid","Acid",NA,"CHO"
"376","perylene",2020-12-10,0.000382613308718172,0.978438824669865,"C20H12",0,72.30911422,1.45655221,2967,2967.676768,"PAH","Arom",NA,"CH"
"377","pentadecanone",2020-12-10,0.00029608951760175,0.970531336170801,"C15H30O",0.066666667,42.95210491,0.947756575,1726,1726.829268,"Ketone","Ketone","LOOA","CHO"
"378","palmitoleic Acid",2020-12-10,0.000621154691213367,0.983630903899691,"C16H30O2",0.125,52.35700932,0.708323335,2056,2056.296296,"Acid","Acid","LOOA","CHO"
"379","p-anisic acid (4-methozybenzoic acid)",2020-12-10,0.000771956350079642,0.998471832421963,"C8H8O3",0.375,37.05024181,0.967709345,1544,1544.262295,"Acid","Acid",NA,"CHO"
"380","octadecanone",2020-12-10,0.000328957803623674,0.981285668234015,"C18H36O",0.055555556,51.7097082,0.847992725,2031,2031.111111,"Ketone","Ketone","LOOA","CHO"
"381","octadecanol",2020-12-10,0.000130140084915676,0.991284619273001,"C18H38O",0.055555556,55.8219741,0.548701175,2191,2191.111111,"Alcohol","Alcohol","LOOA","CHO"
"382","octadecanal (?)",2020-12-10,0.00093355014243806,0.967908934161556,"C18H36O",0.055555556,52.35700932,0.867945495,2056,2056.296296,"Aldehyde","Aldehyde",NA,"CHO"
"383","nonanol",2020-12-10,0.00411852470489249,0.965329747461931,"C9H20O",0.111111111,28.40686812,0.508795635,1318,1318.150179,"Alcohol","Alcohol","LOOA","CHO"
"384","monostearin TMS",2020-12-10,0.010621734577188,0.997692416144297,"C21H42O4",0.19047619,68.92030251,0.708323335,2788,2788.679245,"Alcohol","Alcohol",NA,"CHO"
"385","monopalmitin",2020-12-10,0.00109692539343375,0.996791771392262,"C19H38O4",0.210526316,65.68379694,0.748228875,2628,2628.301887,"Alcohol","Alcohol",NA,"CHO"
"386","mannosan",2020-12-10,0.00331831277685311,0.97613864737531,"C6H10O5",0.833333333,42.30480379,0.85796911,1706,1706.097561,"Sugar","Sugar",NA,"CHO"
"387","maltol",2020-12-10,0.0109405828336878,0.988888220139717,"C6H6O3",0.5,28.33071505,1.09740235,1316,1316.427025,"Alcohol","Alcohol",NA,"CHO"
"388","lupeol",2020-12-10,0.000389642414781497,0.998093014509456,"C30H50O",0.033333333,81.21902366,1.03754404,3483,3483.516484,"Misc","Misc",NA,"CHO"
"389","linoleic Acid, TMS",2020-12-10,0.000800809855409125,0.952427480802309,"C18H32O2",0.111111111,57.11657633,0.69834695,2245,2245.16129,"Acid","Acid","LOOA","CHO"
"390","levoglucosan",2020-12-10,0.00216839704524219,0.991654742607093,"C6H10O5",0.833333333,42.95210491,0.847992725,1726,1726.829268,"Sugar","Sugar","BBOA","CHO"
"391","ketopinic acid",2020-12-10,0.000704098167558729,0.878803791563924,"C10H14O3",0.3,36.55524684,1.326859205,1530,1530.054645,"Acid","Acid","MTSOA","CHO"
"392","isopimaric acid",2020-12-10,0.000434282771113769,0.996685491761361,"C20H30O2",0.1,60.42923497,0.867945495,2385,2385.483871,"Acid","Acid","LOOA","CHO"
"393","isoeugenol",2020-12-10,0.000923946850175907,0.839360365841814,"C10H12O2",0.2,38.68753286,0.77815803,1591,1591.256831,"Alcohol","Alcohol","LOOA","CHO"
"394","ionone",2020-12-10,0.00428384427520242,0.853341452461445,"C13H20O",0.076923077,33.73758317,1.33683559,1449,1449.180328,"Ketone","Ketone",NA,"CHO"
"395","hydroquinone",2020-12-10,0.000924262693904531,0.893115299730584,"C6H6O2",0.333333333,32.74759324,0.728276105,1420,1420.765027,"Benz","Arom",NA,"CHO"
"396","homosalate, TMS",2020-12-10,0.000272906594262791,0.997764685934048,"C16H22O3",0.1875,52.31893278,0.927803805,2054,2054.814815,"Misc","Misc",NA,"CHO"
"397","hexadecanol, TMS",2020-12-10,0.000196116448582054,0.987503331841207,"C13H35O",0.076923077,50.60548866,0.528748405,1989,1989.261745,"Alcohol","Alcohol","LOOA","CHO"
"398","hexadecanamide",2020-12-10,0.00149177052465846,0.960977553503676,"C16H33NO",0.0625,56.35504561,1.227095355,2212,2212.903226,"Amide","Amide",NA,"CHON"
"399","glyceric acid (?)",2020-12-10,0.0281722311556217,0.995018133137655,"C3H6O4",1.333333333,29.92992957,0.688370565,1352,1352.613262,"Acid","Acid","ISOPSOA","CHO"
"400","gamma dodecalactone",2020-12-10,0.000502416961974925,0.982219718324458,"C12H22O2",0.166666667,42.4190334,1.89551315,1709,1709.756098,"Sugar","Sugar",NA,"CHO"
"401","galactosan",2020-12-10,0.00219681210350197,0.884535024115042,"C6H10O5",0.833333333,41.61942614,0.83801634,1684,1684.146341,"Sugar","Sugar",NA,"CHO"
"402","ergosterol",2020-12-10,0.0014288950833852,0.906998985024486,"C28H44O",0,78.05867117,0.83801634,3296,3296.551724,"Alcohol","Sterol",NA,"CHO"
"403","eicosanol, TMS",2020-12-10,0.000279474461194528,0.941781609380947,"C20H42O",0,60.54346457,0.548701175,2390,2390.322581,"Alcohol","Alcohol","LOOA","CHO"
"404","dodecyl benzene",2020-12-10,0.000306183267328947,0.990273961953896,"C18H30",0,48.66358532,0.61853587,1920,1920.805369,"Benz","Arom","Other","CH"
"405","dimethyl Glutaric Acid, TMS",2020-12-10,0.00150360694186069,0.927767201708778,"C7H12O4",0.571428571,34.00411893,0.89787465,1456,1456.830601,"Acid","Acid","MOOA","CHO"
"406","dibenz(ah)anthracene",2020-12-10,0.000865718190210881,0.961216146811689,"C22H14",0,77.79213542,1.51641052,3280,3280.45977,"PAH","Arom",NA,"CH"
"407","deoxycholic Acid (maybe)",2020-12-10,0.00430694539364585,0.930403012965749,"C24H40O4",0.166666667,78.89635496,0.967709345,3347,3347.126437,"Acid","Acid","LOOA","CHO"
"408","cycloisolongifolene",2020-12-10,0.00661786101733792,0.913353839151482,"C15H24",0,30.04415917,0.648465025,1355,1355.197993,"Sesq","Terpene","SESQ","CH"
"409","citronellol",2020-12-10,0.00347389450762602,0.869077732548633,"C10H20O",0.1,29.32070499,0.528748405,1338,1338.828029,"Alcohol","Alcohol",NA,"CHO"
"410","cis-Vaccenic Acid, TMS",2020-12-10,0.000643339747045084,0.97963809267452,"C18H34O2",0.111111111,57.45926515,0.688370565,2259,2259.677419,"Acid","Acid","LOOA","CHO"
"411","chrysene",2020-12-10,0.000551471635798581,0.986913622299137,"C18H12",0,63.627664,1.29693005,2531,2531.578947,"PAH","Arom",NA,"CH"
"412","cholesterol",2020-12-10,0.000417027494132966,0.989456788820765,"C27H46O",0.037037037,76.6117628,0.83801634,3209,3209.195402,"Alcohol","Sterol",NA,"CHO"
"413","borneol",2020-12-10,0.00313789940463588,0.99431053854723,"C10H18O",0.1,25.77958713,0.61853587,1254,1254.323789,"Alcohol","Alcohol",NA,"CHO"
"414","bisabolol",2020-12-10,0.0079193675221954,0.799629180168829,"C15H26O",0.066666667,44.3228602,0.55867756,1770,1770.731707,"Alcohol","Alcohol",NA,"CHO"
"415","beta-sitosterol",2020-12-10,0.000946399506915606,0.988931628721795,"C29H50O",0.034482759,79.8863449,0.867945495,3406,3406.593407,"Alcohol","Sterol",NA,"CHO"
"416","beta-nocaryophyllonic acid, TMS",2020-12-10,0.00177442437565564,0.990832415568392,"C14H22O4",0.285714286,50.49125905,1.725914605,1985,1985.234899,"Acid","Acid","SQSOA","CHO"
"417","beta-nocaryophyllone aldehyde",2020-12-10,0.00274165207527603,0.95844521809246,"C14H22O3",0.214285714,43.90401831,0.269362395,1757,1757.317073,"Aldehyde","Aldehyde","SQSOA","CHO"
"418","beta-nocaryophyllinic acid, TMS",2020-12-10,0.000313746712197393,0.951878359146674,"C13H20O5",0.384615385,54.18468305,1.247048125,2127,2127.407407,"Acid","Acid","SQSOA","CHO"
"419","beta-caryophyllonic acid, TMS",2020-12-10,0.000374282403776003,0.970567744849492,"C15H24O3",0.2,48.96819761,1.326859205,1931,1931.543624,"Acid","Acid","SQSOA","CHO"
"420","beta-caryophyllinic acid, TMS",2020-12-10,0.000757577273048618,0.974328137818802,"C14H22O4",0.285714286,52.47123893,0.927803805,2060,2060.740741,"Acid","Acid","SQSOA","CHO"
"421","beta-caryophyllene aldehyde",2020-12-10,0.000368579411267191,0.971078736025319,"C15H24O2",0.133333333,42.60941608,1.965347845,1715,1715.853659,"Aldehyde","Aldehyde","SQSOA","CHO"
"422","benzophenone",2020-12-10,0.000461799786399914,0.995359222542566,"C13H10O",0.076923077,41.01020157,1.17721343,1664,1664.634146,"PAH","Arom","Other","CHO"
"423","anthraquinone",2020-12-10,0.000593439910116685,0.987669065149273,"C14H8O2",0.142857143,51.36701938,1.446575825,2017,2017.777778,"PAH","Arom",NA,"CHO"
"424","abietic acid",2020-12-10,0.000499807902503027,0.985480484234493,"C20H30O2",0.1,62.2569087,0.83801634,2468,2468.421053,"Acid","Acid","LOOA","CHO"
"425","a-Amyrin",2020-12-10,0.00116975156695806,0.965434535116243,"C30H50O",0.033333333,81.14287059,1.05749681,3479,3479.120879,"Sesq","Alcohol",NA,"CHO"
"426","SESQ9",2020-12-10,0.00054942609779431,0.806972407234647,"C15H24",0,39.33483398,1.067473195,1610,1610.97561,"Sesq","Terpene","SESQ","CH"
"427","SESQ8",2020-12-10,0.00870711984911502,0.930448878540933,"C15H24",0,37.92600214,0.49881925,1569,1569.398907,"Sesq","Terpene","SESQ","CH"
"428","SESQ7",2020-12-10,0.00782548460943876,0.935478020723866,"C15H24",0,36.8217826,0.53872479,1537,1537.704918,"Sesq","Terpene","SESQ","CH"
"429","SESQ6",2020-12-10,0.00416455948102626,0.786943115401717,"C15H24",0,35.29872115,0.61853587,1493,1493.989071,"Sesq","Terpene","SESQ","CH"
"430","SESQ2",2020-12-10,0.029772518425334,0.934627429177582,"C15H24",0,33.73758317,1.626150755,1449,1449.180328,"Sesq","Terpene","SESQ","CH"
"431","Me-OH-glutatric acid (?)",2020-12-10,0.000762248092857425,0.919506376365366,"C6H10O5",0.833333333,39.71559934,0.828039955,1623,1623.170732,"Acid","Acid","MOOA","CHO"
"432","MBTCA",2020-12-10,0.000400106626318195,0.983210782377497,"C8H12O6",0.75,44.51324288,0.97768573,1776,1776.829268,"Acid","Acid","MTSOA","CHO"
"433","FAME18 (Methyl Stearate)",2020-12-10,0.000335765432135112,0.982206324139796,"C19H38O2",0.105263158,55.06044338,0.71829972,2161,2161.481481,"Acid","Acid",NA,"CHO"
"434","DEET",2020-12-10,0.000415623999584202,0.972824251299559,"C12H17NO",0.083333333,38.99214515,1.785772915,1600,1600,"Amide","Amide",NA,"CHON"
"435","C9 Diacid (azelaic acid)",2020-12-10,0.000161204521729031,0.974651216953367,"C9H16O4",0.444444444,45.88399818,0.947756575,1822,1822.818792,"Acid","Acid","MOOA","CHO"
"436","C8 acid",2020-12-10,0.00314963465427988,0.863935715635675,"C8H16O2",0.25,27.34072511,0.71829972,1293,1293.392792,"Acid","Acid","LOOA","CHO"
"437","C28 acid",2020-12-10,0.00151629043209183,0.988162084330041,"C28H56O2",0.071428571,77.9825181,0.73825249,3291,3291.954023,"Acid","Acid","LOOA","CHO"
"438","C26 acid",2020-12-10,0.00118578412925132,0.982530155538958,"C26H52O2",0.076923077,74.47947678,0.71829972,3088,3088.172043,"Acid","Acid","LOOA","CHO"
"439","C24 acid",2020-12-10,0.000851220378003579,0.980958907913849,"C24H48O2",0.083333333,70.78605278,0.69834695,2886,2886.868687,"Acid","Acid","LOOA","CHO"
"440","C22 acid",2020-12-10,0.000914907623058931,0.997134319147495,"C22H44O2",0.090909091,66.82609303,0.688370565,2684,2684.90566,"Acid","Acid","LOOA","CHO"
"441","C17 acid",2020-12-10,0.00078098776288099,0.956152931262292,"C17H34O2",0.117647059,55.47928528,0.668417795,2177,2177.777778,"Acid","Acid","LOOA","CHO"
"442","C16 Acid",2020-12-10,0.000107378880904085,0.687298970311044,"C16H32O2",0.125,52.92815736,0.688370565,2078,2078.518519,"Acid","Acid","LOOA","CHO"
"443","C14 Diacid",2020-12-10,0.00051196875890815,0.933569054161026,"C14H26O4",0.285714286,58.83002045,0.887898265,2317,2317.741935,"Acid","Acid","MOOA","CHO"
"444","C13 acid",2020-12-10,0.000181240740958517,0.971798170608275,"C13H26O2",0.153846154,44.51324288,0.688370565,1776,1776.829268,"Acid","Acid","LOOA","CHO"
"445","C12 diacid",2020-12-10,0.000339239131540938,0.950564923541539,"C12H22O4",0.333333333,53.99430037,0.907851035,2120,2120,"Acid","Acid","MOOA","CHO"
"446","C10 diacid (sebacic acid)",2020-12-10,0.000165978709031961,0.977742961983398,"C10H18O4",0.4,48.70166185,0.93778019,1922,1922.147651,"Acid","Acid","MOOA","CHO"
"447","C35",2020-12-10,0.00104466728493216,0.991915300827434,"C35H72",0,82.6278555,0.71829972,3564,3564.835165,"Alkane","Alkane","Hydrocarbon","CH"
"448","C33",2020-12-10,0.000775935656516391,0.985269027593222,"C33H38",0,79.16289072,0.63848864,3363,3363.218391,"Alkane","Alkane","Hydrocarbon","CH"
"449","C32",2020-12-10,0.000697416366086958,0.986379033590877,"C32H66",0,77.44944659,0.628512255,3259,3259.770115,"Alkane","Alkane","Hydrocarbon","CH"
"450","C31",2020-12-10,0.000653427889123413,0.982189439737497,"C31H64",0,75.73600247,0.61853587,3159,3159.139785,"Alkane","Alkane","Hydrocarbon","CH"
"451","C30",2020-12-10,0.000777462468575277,0.995996648767842,"C30H62",0,73.94640527,0.5985831,3058,3058.064516,"Alkane","Alkane","Hydrocarbon","CH"
"452","C29",2020-12-10,0.000583915043731036,0.97963670851379,"C29H60",0,72.08065501,0.588606715,2955,2955.555556,"Alkane","Alkane","Hydrocarbon","CH"
"453","C28",2020-12-10,0.000393599783440241,0.964705700983504,"C28H58",0,70.13875167,0.57863033,2852,2852.525253,"Alkane","Alkane","Hydrocarbon","CH"
"454","C27",2020-12-10,0.000595349015751176,0.993028056625324,"C27H56",0,68.15877179,0.568653945,2750,2750.943396,"Alkane","Alkane","Hydrocarbon","CH"
"455","C26",2020-12-10,0.000768959766203478,0.99847448353381,"C26H54",0,66.10263884,0.568653945,2649,2649.056604,"Alkane","Alkane","Hydrocarbon","CH"
"456","C25",2020-12-10,0.000484220419208231,0.993230153478042,"C25H52",0,63.93227628,0.55867756,2545,2545.614035,"Alkane","Alkane","Hydrocarbon","CH"
"457","C24",2020-12-10,0.000393804013859118,0.998030301160741,"C24H50",0,61.72383719,0.548701175,2443,2443.859649,"Alkane","Alkane","Hydrocarbon","CH"
"458","C23",2020-12-10,0.000280975144746039,0.986034283676511,"C23H48",0,59.40116849,0.548701175,2341,2341.935484,"Alkane","Alkane","Hydrocarbon","CH"
"459","C22",2020-12-10,0.000281932840881616,0.989285153404199,"C22H46",0,56.96427018,0.53872479,2238,2238.709677,"Alkane","Alkane","Hydrocarbon","CH"
"460","C21",2020-12-10,0.000294970990770836,0.994844912601282,"C21H44",0,54.4512188,0.51877202,2137,2137.777778,"Alkane","Alkane","Hydrocarbon","CH"
"461","C20",2020-12-10,0.000292224792938213,0.99820758057017,"C20H42",0,51.78586128,0.51877202,2034,2034.074074,"Alkane","Alkane","Hydrocarbon","CH"
"462","C19",2020-12-10,0.000291361660457311,0.994610928439826,"C19H40",0,49.04435068,0.508795635,1934,1934.228188,"Alkane","Alkane","Hydrocarbon","CH"
"463","C18",2020-12-10,0.000269248287896221,0.988315390731301,"C18H38",0,46.1124574,0.49881925,1830,1830.872483,"Alkane","Alkane","Hydrocarbon","CH"
"464","C17",2020-12-10,0.000563433170675587,0.931189452058484,"C17H36",0,43.06633451,0.488842865,1730,1730.487805,"Alkane","Alkane","Hydrocarbon","CH"
"465","C16",2020-12-10,0.00121605961280427,0.990109203723848,"C16H34",0,39.82982895,0.488842865,1626,1626.829268,"Alkane","Alkane","Hydrocarbon","CH"
"466","C14",2020-12-10,0.0058057809976521,0.855403138254829,"C14H30",0,32.82374631,0.468890095,1422,1422.95082,"Alkane","Alkane","Hydrocarbon","CH"
"467","9H-Florenone",2020-12-10,0.000228782866229723,0.933662325910795,"C13H10",0,44.55131942,1.386717515,1778,1778.04878,"Ketone","Ketone",NA,"CH"
"468","4-terpineol (?)",2020-12-10,0.0122925908746179,0.857494642716714,"C10H18O",0.1,23.87576033,0.77815803,1206,1206.678663,"Alcohol","Alcohol",NA,"CHO"
"469","4-nitrocatechol",2020-12-10,0.000525014015481469,0.965059289199441,"C6H5NO4",0.666666667,44.28478367,1.566292445,1769,1769.512195,"Cat","Cat",NA,"CHON"
"470","4-hydroxybenzoic acid",2020-12-10,0.000303539664009722,0.952399987535552,"C7H6O3",0.428571429,40.59135967,0.887898265,1651,1651.219512,"Acid","Acid",NA,"CHO"
"471","4, 4 dimethoxy-benzophenone",2020-12-10,0.000649699552198163,0.948189517376733,"C15H14O3",0.2,58.25887241,1.446575825,2293,2293.548387,"Ketone","Ketone",NA,"CHO"
