Compound.Name,assigned_cluster_1,anthro_influenced_1,influence_type_1,notes_1,assigned_cluster_2,anthro_influenced_2,influence_type_2,notes_2,ES_Comp_Name,Tracer_key,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,cumsum_ISrawnorm,vol_frac_1,vol_frac_2,Overlap_Class
1213_2145_blob_670,13,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"Tartaric acid (2R,3R)-, 3TMS derivative",690,myrc_ox_L_blob_735,626,0.000188878,0.02422841,0.117693231,IOP1_UP
1128_1901_blob_1346,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",645,apin_ox_L_blob_529,625,9.51E-05,0.172096193,0.117693231,IOP1_UP
1128_1901_blob_1265,13,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"3-(5-Oxooxolan-2-yl)propanoic acid, TMS derivative",791,myrc_ox_L_blob_729,622,0.000143305,0.02422841,0.117693231,IOP1_UP
1202_1412_blob_1120,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",710,apin_ox_S_blob_616,622,6.88E-05,0.172096193,0.117693231,IOP1_UP
1128_1901_blob_1082,13,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",638,limonox_S_blob_648,615,2.71E-05,0.02422841,0.117693231,IOP1_UP
1202_1412_blob_794,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",689,limonox_S_blob_671,613,0.000310219,0.172096193,0.117693231,IOP1_UP
1221_0832_blob_874,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",669,limonox_S_blob_685,611,0.000868532,0.172096193,0.117693231,IOP1_UP
1221_0832_blob_815,12,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",672,limonox_S_blob_888,611,0.000106462,0.064918255,0.117693231,IOP1_UP
1221_0832_blob_663,12,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"5-Trimethylsilyloxy-5-methylhexanoic acid, trimethylsilyl ester",684,myrc_ox_L_blob_709,609,0.00525646,0.064918255,0.117693231,IOP1_UP
1129_1334_blob_1080,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",687,limonox_L_blob_581,606,0.00011503,0.172096193,0.117693231,IOP1_UP
1202_1412_blob_1067,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,Ethyltrimethylsilyl dipropylmalonate,645,limonox_S_blob_814,606,7.76E-05,0.172096193,0.117693231,IOP1_UP
1129_1334_blob_1602,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",618,apin_ox_L_blob_551,606,3.88E-05,0.172096193,0.117693231,IOP1_UP
1128_1901_blob_1034,13,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",699,limonox_S_blob_593,598,4.31E-05,0.02422841,0.117693231,IOP1_UP
1129_1334_blob_910,13,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Propenoic acid, 3-[5-(2-hydroxypropyl)-2,2-dimethyl-1,3-dioxolan-4-yl]-, TBDMS derivative",623,apin_ox_S_blob_633,596,7.84E-05,0.02422841,0.117693231,IOP1_UP
1202_1412_blob_1480,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",659,apin_ox_L_blob_544,595,2.72E-05,0.172096193,0.117693231,IOP1_UP
1213_2145_blob_874,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"Ethylmethylmalonic acid, bis(trimethylsilyl) ester",614,myrc_ox_L_blob_627,592,0.001152655,0.172096193,0.117693231,IOP1_UP
1129_1334_blob_1150,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"5-Hydroxymethyl-2,2,5-trimethyl-1,3-dioxane, TMS derivative",623,myrc_ox_L_blob_694,592,0.000257281,0.172096193,0.117693231,IOP1_UP
1128_1901_blob_906,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"3-Hydroxyhex-2-enedioic acid, trimethylsilyl ether, bis(trimethylsilyl) ester",644,apin_ox_L_blob_553,592,0.000139749,0.172096193,0.117693231,IOP1_UP
1202_1412_blob_908,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",681,limonox_S_blob_823,588,9.97E-05,0.172096193,0.117693231,IOP1_UP
1213_2145_blob_954,13,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",700,limonox_S_blob_725,587,6.16E-05,0.02422841,0.117693231,IOP1_UP
1128_1901_blob_1480,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"cis-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",662,limonox_S_blob_923,582,0.000247044,0.172096193,0.117693231,IOP1_UP
1221_0832_blob_762,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",659,apin_ox_S_blob_677,578,0.000148975,0.172096193,0.117693231,IOP1_UP
1221_0832_blob_572,12,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",759,myrc_ox_L_blob_727,572,0.016224468,0.064918255,0.117693231,IOP1_UP
1128_1901_blob_1019,12,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"Tripropylene glycol monomethyl ether, TMS derivative",792,myrc_ox_L_blob_584,558,4.40E-05,0.064918255,0.117693231,IOP1_UP
1129_1334_blob_1406,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Propenoic acid, 3-[5-(2-hydroxypropyl)-2,2-dimethyl-1,3-dioxolan-4-yl]-, TBDMS derivative",608,limonox_S_blob_746,548,3.30E-05,0.172096193,0.117693231,IOP1_UP
1128_1901_blob_1569,13,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Hydroxyundecanoic acid, trimethylsilyl ether, trimethylsilyl ester",542,limonox_L_blob_600,537,7.21E-05,0.02422841,0.117693231,IOP1_UP
1129_1334_blob_1271,13,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,limonox_S_blob_1216,518,3.94E-05,0.02422841,0.117693231,IOP1_UP
1202_0046_blob_1128,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",683,limonox_S_blob_1216,511,6.43E-05,0.172096193,0.117693231,IOP1_UP
1202_1412_blob_1344,12,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",677,limonox_S_blob_905,501,3.13E-05,0.064918255,0.117693231,IOP1_UP
1202_0046_blob_1009,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",722,limonox_S_blob_788,482,0.000123048,0.172096193,0.117693231,IOP1_UP
1202_1412_blob_1108,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",722,limonox_S_blob_788,464,0.000148698,0.172096193,0.117693231,IOP1_UP
1202_0046_blob_1177,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",715,apin_ox_S_blob_592,443,5.19E-05,0.172096193,0.117693231,IOP1_UP
1128_1901_blob_1279,12,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,limonox_S_blob_687,440,3.84E-05,0.064918255,0.117693231,IOP1_UP
1221_0832_blob_563,12,TRUE,UP,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"Bicine, 3TMS derivative",826,myrc_ox_L_blob_709,426,6.88E-05,0.064918255,0.117693231,IOP1_UP
1202_0046_blob_969,11,TRUE,UP,Phthalic acid here; also some bb influence,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",669,limonox_S_blob_633,419,0.00035364,0.172096193,0.117693231,IOP1_UP
1202_1412_blob_1309,10,TRUE,BB,Levoglucosan here,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",720,limonox_S_blob_665,676,4.54E-05,0.101396088,0.117693231,IOP1_BB
1221_0832_blob_743,10,TRUE,BB,Levoglucosan here,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",679,myrc_ox_L_blob_709,670,0.000110276,0.101396088,0.117693231,IOP1_BB
1202_0046_blob_1089,10,TRUE,BB,Levoglucosan here,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",725,limonox_S_blob_725,655,4.33E-05,0.101396088,0.117693231,IOP1_BB
1128_1901_blob_1093,10,TRUE,BB,Levoglucosan here,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",656,myrc_ox_L_blob_694,649,0.00013717,0.101396088,0.117693231,IOP1_BB
1221_0832_blob_936,10,TRUE,BB,Levoglucosan here,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",631,limonox_S_blob_754,629,0.000207515,0.101396088,0.117693231,IOP1_BB
1202_1412_blob_844,6,TRUE,BB,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",751,limonox_S_blob_671,622,0.000174056,0.023154976,0.117693231,IOP1_BB
1128_1901_blob_1610,6,TRUE,BB,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,limonox_S_blob_649,619,6.21E-05,0.023154976,0.117693231,IOP1_BB
1202_0046_blob_891,6,TRUE,BB,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",711,limonox_S_blob_875,607,0.000236251,0.023154976,0.117693231,IOP1_BB
1129_1334_blob_1125,10,TRUE,BB,Levoglucosan here,7,FALSE,NA,Strong IEPOX and LOOOA connections,erythreitol,NA,"meso-Erythritol, 4TMS derivative",843,myrc_ox_L_blob_846,596,0.000267073,0.101396088,0.117693231,IOP1_BB
1129_1334_blob_1469,10,TRUE,BB,Levoglucosan here,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"1,8-Dimethyl-9-thioureido-3,6-diazahomoadamantane",574,limonox_S_blob_686,592,3.18E-05,0.101396088,0.117693231,IOP1_BB
1202_1412_blob_944,10,TRUE,BB,Levoglucosan here,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",696,apin_ox_L_blob_532,578,6.44E-05,0.101396088,0.117693231,IOP1_BB
1202_0046_blob_1040,6,TRUE,BB,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"1,8-Dioxa-5-thiaoctane, 8-(9-borabicyclo[3.3.1]non-9-yl)-3-(9-borabicyclo[3.3.1]non-9-yloxy)-1-phenyl-",582,limonox_L_blob_581,495,9.26E-05,0.023154976,0.117693231,IOP1_BB
1128_1901_blob_1933,6,TRUE,BB,NA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,N-(Trimethylsilyl)hexanamide,602,limonox_S_blob_687,465,0.000161396,0.023154976,0.117693231,IOP1_BB
Blob with BlobID = 4,4,FALSE,NA,some HC influence but not clear,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"Hypoxanthine, 2TBDMS derivative",693,NA,NA,0.000150493,0.033971825,0.117693231,
1221_0832_blob_579,5,FALSE,NA,IEPOX and LOOOA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",657,myrc_ox_L_blob_560,895,0.003215683,0.020926693,0.117693231,
1213_2145_blob_626,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"Undecanoic acid, bromomethyldimethylsilyl ester",581,limonox_L_blob_552,878,0.002452413,0.046678541,0.117693231,
1221_0832_blob_641,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"Undecanoic acid, bromomethyldimethylsilyl ester",570,limonox_L_blob_546,855,0.00580725,0.063370583,0.117693231,
1221_0832_blob_29,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"trans-1,4-Cyclohexanedicarboxylic acid, mono-O-(tert-butyldimethylsilyl)",596,limonox_L_blob_600,852,0.006393192,0.063370583,0.117693231,
1221_0832_blob_643,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",580,limonox_L_blob_620,842,0.010983716,0.063370583,0.117693231,
1221_2326_blob_722,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"3-Octen-2-ol, (E)-, TMS derivative",635,apin_ox_L_blob_530,840,0.000261834,0.043048537,0.117693231,
1128_1901_blob_1004,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-propenoic acid, 2-methyl-, 2,3-bis[(trimethylsilyl)oxy]propyl ester",608,limonox_L_blob_667,828,0.001357331,0.046678541,0.117693231,
1202_1412_blob_1333,5,FALSE,NA,IEPOX and LOOOA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",594,limonox_L_blob_615,824,2.58E-05,0.020926693,0.117693231,
1202_1412_blob_608,5,FALSE,NA,IEPOX and LOOOA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"Isoxazolo[2,3-b]benz[1,2]oxazine, perhydro-2-methoxycarbonyl-10-methyl-5a-trimethylsilyloxy-",626,apin_ox_L_blob_523,823,0.000321338,0.020926693,0.117693231,
1221_0832_blob_860,5,FALSE,NA,IEPOX and LOOOA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",635,limonox_L_blob_657,813,0.003426783,0.020926693,0.117693231,
1221_0832_blob_1000,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,Ethyltrimethylsilyl dipropylmalonate,644,limonox_L_blob_588,778,0.002208329,0.063370583,0.117693231,
1128_1901_blob_1431,5,FALSE,NA,IEPOX and LOOOA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"5-(2-Hydroxy-1-methylethyl)-2-methylcyclohexanone, TBDMS derivative",590,limonox_S_blob_727,776,0.000224555,0.020926693,0.117693231,
1221_0832_blob_1121,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",672,limonox_S_blob_859,762,7.37E-05,0.063370583,0.117693231,
1221_0832_blob_900,5,FALSE,NA,IEPOX and LOOOA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",651,limonox_L_blob_550,754,0.000216548,0.020926693,0.117693231,
1221_0832_blob_1058,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",639,myrc_ox_L_blob_691,741,0.000510069,0.043048537,0.117693231,
1221_0832_blob_1022,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,Epimethendiol-diOTMS,641,limonox_L_blob_6,716,0.0005459,0.063370583,0.117693231,
1128_1901_blob_1191,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",615,limonox_L_blob_637,708,0.00064278,0.063370583,0.117693231,
1202_1412_blob_767,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"Benzeneacetic acid, a-(7-t-butyldimethylsilyloxyheptanoyloxy)-, methyl ester",622,limonox_L_blob_564,694,4.99E-05,0.043048537,0.117693231,
1221_0832_blob_873,7,FALSE,NA,total myserty,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",673,myrc_ox_L_blob_801,683,0.000193611,0.057495434,0.117693231,
1221_0832_blob_45,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,Trimethylsilyl (3Z)-7-oxo-3-{2-[(trimethylsilyl)oxy]ethylidene}-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylate,663,limonox_S_blob_690,676,0.003667666,0.063370583,0.117693231,
1221_0832_blob_746,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",625,limonox_S_blob_871,676,0.00060692,0.063370583,0.117693231,
1128_1901_blob_1073,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",633,myrc_ox_L_blob_609,662,2.55E-05,0.046678541,0.117693231,
1128_1901_blob_802,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"§-D-Glucopyranoside, methyl-4-O-decyl-",609,myrc_ox_L_blob_754,660,0.000965561,0.063370583,0.117693231,
1221_0832_blob_941,4,FALSE,NA,some HC influence but not clear,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",676,limonox_S_blob_725,652,0.000275635,0.033971825,0.117693231,
1221_0832_blob_1202,4,FALSE,NA,some HC influence but not clear,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,6-Dimethyl(trimethylsilyl)silyloxytetradecane,623,myrc_ox_L_blob_591,652,3.30E-05,0.033971825,0.117693231,
1221_0832_blob_876,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",637,limonox_S_blob_1120,651,0.000743327,0.063370583,0.117693231,
1221_0832_blob_880,4,FALSE,NA,some HC influence but not clear,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",676,limonox_S_blob_931,651,9.24E-05,0.033971825,0.117693231,
1202_0046_blob_1025,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"§-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",648,myrc_ox_L_blob_660,651,6.91E-05,0.043048537,0.117693231,
1221_0832_blob_934,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"3-Methylene-1,4-bis(trimethylsilyloxy) butane",614,limonox_S_blob_730,650,0.000734407,0.043048537,0.117693231,
1128_1901_blob_903,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",655,myrc_ox_L_blob_609,650,5.00E-05,0.043048537,0.117693231,
1221_0832_blob_954,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Isopropyl-3-ketobutyrate, bis(O-trimethylsilyl)-",615,limonox_S_blob_725,650,2.50E-05,0.063370583,0.117693231,
1128_1901_blob_1158,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",681,limonox_S_blob_593,648,0.000175927,0.063370583,0.117693231,
1213_2145_blob_1258,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",649,apin_ox_L_blob_551,647,0.000118487,0.043048537,0.117693231,
1221_0832_blob_1064,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",663,limonox_S_blob_685,642,0.000154245,0.043048537,0.117693231,
1221_0832_blob_920,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",665,myrc_ox_L_blob_709,642,6.83E-05,0.063370583,0.117693231,
1221_0832_blob_898,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",648,limonox_L_blob_611,641,0.000937421,0.063370583,0.117693231,
1221_0832_blob_992,5,FALSE,NA,IEPOX and LOOOA,7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"(2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol",650,myrc_ox_L_blob_801,641,1.08E-05,0.020926693,0.117693231,
1221_0832_blob_777,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",668,limonox_S_blob_888,637,0.000164192,0.043048537,0.117693231,
1128_1901_blob_1113,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",7,FALSE,NA,Strong IEPOX and LOOOA connections,NA,NA,"2-Hydroxyisocaproic acid, TMS derivative",690,apin_ox_S_blob_572,636,0.000205883,0.046678541,0.117693231,
