"","Compound.Name","cluster_vol.z1","cluster_vol.z2","cluster_vol.z3","cluster_vol.z4","cluster_vol.z5","cluster_vol.z6","bbvol","anthrovol","cluster","max_corr","Assigned_Option_1","Assigned_Option_2","Assigned_option_3","Assigned_option_4","Notes","BlobID","Library Name","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Library.Molecular.Weight_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","Library.Reverse.Match.Factor_chamber","Library.RI_chamber"
"530","1129_1334_blob_1204",0.558678443,0.746331833,0.419481729,-0.329565615,-0.050055985,-0.108104315,0.297863381,0.716744169,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1204,"amz_lib_1129_1334","C7 acid",507,557,1443.478261,NA,"2-Oxooctanoic acid, TMS derivative",719,734,NA,"C11H22O3Si",230,"myrc_ox_L_blob_593",880,885,1438
"531","1221_0832_blob_801",0.586780848,0.741865901,0.556695198,-0.277857174,-0.051159994,-0.04564123,0.257312371,0.729639007,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,801,"amz_lib_1221_0832","C7 acid",515,583,1725.609756,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",603,618,NA,"C11H22B2O6Si",300,"limonox_L_blob_578",612,631,1728
"532","1202_1412_blob_729",0.636351649,0.734415282,0.488479658,-0.283948596,-0.063224399,0.020754366,0.417585703,0.706232725,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,729,"amz_lib_1202_1412","C7 acid",428,521,1860.402685,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",695,701,NA,"C14H31BO6Si2",362,"limonox_S_blob_649",612,636,1868
"533","1202_1412_blob_895",0.308388475,0.733612532,0.690398635,-0.249605086,-0.12713962,0.065077817,0.672680698,0.559584571,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,895,"amz_lib_1202_1412","beta-caryophyllonic acid, TMS",592,634,1935.57047,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",773,802,NA,"C13H26BNO6Si",331,"limonox_L_blob_589",601,632,1928
"534","1202_1412_blob_944",0.214074632,0.731459479,0.582339002,-0.347298703,-0.192510177,0.074790625,0.647425738,0.554126426,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,944,"amz_lib_1202_1412","C9 Diacid (azelaic acid)",470,569,1816.107383,1822,"a-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",696,718,NA,"C27H52N2O10Si3",648,"apin_ox_L_blob_532",578,671,1821
"535","1202_1412_blob_1241",0.695031483,0.729004628,0.275087982,0.046883879,0.173003614,0.059381649,0.28763067,0.692771793,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1241,"amz_lib_1202_1412","farnesol",465,584,1840.268456,1832,"ﬂ-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",618,695,NA,"C12H27BO5Si2",318,"limonox_S_blob_823",629,695,1843
"536","1221_0832_blob_579",0.482304182,0.728676418,0.43396609,-0.23878527,0.04088633,-0.088554572,0.273639975,0.660472404,2,"cluster_vol.z2","2a","2a","2o","2a",NA,579,"amz_lib_1221_0832","C7 acid",529,599,1604.878049,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",657,660,NA,"C15H30O4Si",302,"myrc_ox_L_blob_560",895,896,1598
"537","1221_0832_blob_874",0.333238127,0.726965361,0.550046907,-0.106153568,0.153894209,0.103912834,0.504608742,0.631163079,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,874,"amz_lib_1221_0832","C7 acid",391,489,1969.127517,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",669,763,NA,"C10H22O3Si2",246,"limonox_S_blob_685",611,642,1963
"538","1202_0046_blob_1009",0.581265063,0.725514943,0.307974993,-0.179871972,0.11158833,0.026795998,0.503622157,0.711961655,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1009,"amz_lib_1202_0046","C7 acid",447,573,2005.882353,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",722,753,NA,"C13H26BNO6Si",331,"limonox_S_blob_788",482,621,1989
"539","1202_0046_blob_1096",0.413976641,0.722858012,0.63886675,-0.341235341,-0.101817782,-0.025835851,0.517536025,0.645292371,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1096,"amz_lib_1202_0046","bisabolol",516,565,1768.292683,1770,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",740,753,NA,"C13H26BNO6Si",331,"limonox_L_blob_637",656,700,1774
"540","1128_1901_blob_1644",0.678530576,0.72280333,0.541735901,-0.425194858,-0.130451764,-0.009616475,0.336535409,0.702206249,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1644,"amz_lib_1128_1901","C7 acid",390,490,1423.913043,NA,"Cycloheptanol, TBDMS derivative",676,727,NA,"C13H28OSi",228,"apin_ox_L_blob_579",827,838,1421
"541","1221_0832_blob_993",0.542832933,0.718448407,0.512811616,0.098394701,0.141492781,0.250469571,0.409667372,0.516881452,2,"cluster_vol.z2","2a","2a","2o","2a",NA,993,"amz_lib_1221_0832","C7 acid",403,448,1907.38255,NA,"Epistephamiersine",578,701,NA,"C21H27NO6",389,"limonox_L_blob_564",588,637,1893
"542","1129_1334_blob_1084",0.524109245,0.717089407,0.402593509,-0.384482725,-0.127708514,0.101197762,0.622491156,0.564076534,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,1084,"amz_lib_1129_1334","dimethyl Glutaric Acid, TMS",509,530,1452.173913,1456,"(R*,S*)-3,4-DIHYDROXYBUTANOIC ACID TRITMS",852,871,NA,"C13H32O4Si3",336,"apin_ox_S_blob_603",844,852,1451
"543","1129_1334_blob_1132",0.315734701,0.708364016,0.552884056,-0.096330786,-0.104314091,0.184038628,0.492015971,0.450728357,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,1132,"amz_lib_1129_1334","beta-caryophyllinic acid, TMS",413,643,2037.037037,2060,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",705,739,NA,"C14H31BO6Si2",362,"limonox_S_blob_633",445,610,NA
"544","1202_1412_blob_1054",0.529675491,0.701917822,0.410424308,0.099814627,0.236161369,0.252737663,0.383425608,0.514399119,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1054,"amz_lib_1202_1412","C9 Diacid (azelaic acid)",392,558,1808.053691,1822,"Acetopyruvic acid, tris(trimethylsilyl)-",629,687,NA,"C14H30O4Si3",346,"myrc_ox_L_blob_640",600,673,1816
"545","1129_1334_blob_1274",0.374724858,0.700425217,0.491110833,-0.206943396,-0.07902954,-0.0618596,0.527057944,0.684742073,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1274,"amz_lib_1129_1334","beta-caryophyllinic acid, TMS",457,667,2041.481481,2060,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",746,781,NA,"C14H31BO6Si2",362,"limonox_S_blob_687",440,593,NA
"546","1128_1901_blob_1390",0.566735529,0.696997252,0.576860683,-0.464348285,-0.126982555,-0.001929941,0.392810588,0.678860812,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1390,"amz_lib_1128_1901","C7 acid",477,490,1459.782609,NA,"Hex-2-enal, 5-(t-butylsilyloxy)-",608,667,NA,"C12H24O2Si",228,"limonox_S_blob_712",712,741,1470
"547","1202_1412_blob_1120",0.49742114,0.694672248,0.442577614,-0.188189715,-0.062511158,0.076308673,0.490640207,0.66655866,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1120,"amz_lib_1202_1412","farnesol",563,623,1829.530201,1832,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",710,729,NA,"C14H31BO6Si2",362,"apin_ox_S_blob_616",622,701,1823
"548","1221_0832_blob_1229",0.540407655,0.693035527,0.420269049,0.10582516,0.179866983,0.199336534,0.343839861,0.542314191,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1229,"amz_lib_1221_0832","beta-caryophyllonic acid, TMS",516,575,1932.885906,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",580,588,NA,"C13H26BNO6Si",331,"limonox_L_blob_552",655,664,1934
"549","1129_1334_blob_662",0.454491352,0.692402459,0.341280026,-0.324184796,-0.111507243,0.044689821,0.656289063,0.666823331,NA,"cluster_vol.z2","2a","2a","2o","2a","galactosan, bb tracer (note the corrs for 2a and 2b are almost identical for this one so it should really be a 2b)",662,"amz_lib_1129_1334","galactosan",902,909,1684.848485,1684,"D-(-)-Lyxofuranose, tetrakis(trimethylsilyl) ether",797,809,1641,"C17H42O5Si4",438,"apin_ox_L_blob_551",496,564,1667
"550","1128_1901_blob_1191",0.404161147,0.691418233,0.655373609,-0.231192883,-0.193348267,0.260395837,0.514810576,0.374452851,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,1191,"amz_lib_1128_1901","MBTCA",428,470,1774.545455,1776,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",615,620,NA,"C13H26BNO6Si",331,"limonox_L_blob_637",708,720,1774
"551","1202_1412_blob_1671",0.564235179,0.690486262,0.204763757,-0.070251487,0.103283898,0.135112235,0.278280494,0.587612841,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1671,"amz_lib_1202_1412","C7 acid",379,520,2091.851852,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",577,595,NA,"C14H31BO6Si2",362,"limonox_S_blob_1216",504,665,2098
"552","1129_1334_blob_1105",0.450296273,0.690050008,0.582094534,-0.329233685,-0.173048831,-0.015293409,0.404624411,0.6476609,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1105,"amz_lib_1129_1334","C7 acid",479,608,1667.878788,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",667,707,NA,"C16H37BO6Si3",420,"apin_ox_L_blob_551",662,741,1667
"553","1129_1334_blob_1473",0.460621283,0.688516493,0.647435005,-0.354327038,-0.154124954,0.01596288,0.423074942,0.633185598,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1473,"amz_lib_1129_1334","C7 acid",394,453,1570.652174,NA,"2-Furancarboxylic acid, tetrahydro-2-methyl-5-oxo-, trimethylsilyl ester",617,853,NA,"C9H16O4Si",216,"limonox_L_blob_627",804,819,1570
"554","1129_1334_blob_895",0.361040456,0.686319953,0.660708782,-0.450656501,-0.207992298,-0.116287957,0.500123469,0.659740529,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,895,"amz_lib_1129_1334","2-Ketoglutaric acid, tri-TMS",513,540,1625.454545,1629,"Pimelic acid, 2TMS derivative",832,923,1610,"C13H28O4Si2",304,"myrc_ox_L_blob_627",647,677,1628
"555","1202_1412_blob_1773",0.438558006,0.686048852,0.66614376,-0.429284102,-0.186122263,-0.019725955,0.495422127,0.574949989,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1773,"amz_lib_1202_1412","cis-Vaccenic Acid, TMS",430,529,2272,2259,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",691,747,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",456,626,NA
"556","1202_1412_blob_785",0.456660569,0.683284027,0.567191717,-0.44036652,-0.147381284,-0.129028828,0.387915852,0.681400884,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,785,"amz_lib_1202_1412","C7 acid",429,577,1738.181818,NA,"Bicyclo[2.2.1]heptane-1-carboxylic acid, 7-[(trimethylsilyl)oxy]-, methyl ester",613,716,NA,"C12H22O3Si",242,"apin_ox_S_blob_633",751,796,1734
"557","1129_1334_blob_907",0.293296962,0.679602345,0.603718294,-0.373976512,-0.224522933,0.061669487,0.678436284,0.393888307,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,907,"amz_lib_1129_1334","levoglucosan",476,564,1738.181818,1726,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",702,711,NA,"C16H37BO6Si3",420,"myrc_ox_L_blob_694",623,678,1746
"558","1128_1901_blob_1034",0.484439734,0.679309806,0.650228537,-0.260405345,0.019801733,-0.061386455,0.296284222,0.645254659,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1034,"amz_lib_1128_1901","C7 acid",484,564,1733.333333,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",699,711,NA,"C13H26BNO6Si",331,"limonox_S_blob_593",598,616,1732
"559","1221_0832_blob_1178",0.5524784,0.678381825,0.134225132,-0.100339342,-0.06454756,0.073475778,0.348313436,0.659068918,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1178,"amz_lib_1221_0832","C7 acid",428,549,1852.348993,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",653,672,NA,"C14H31BO6Si2",362,"limonox_S_blob_823",664,723,1843
"560","1129_1334_blob_1531",0.474179964,0.678156552,0.676495544,-0.511189742,-0.226428764,-0.086815067,0.423273229,0.586780709,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1531,"amz_lib_1129_1334","C7 acid",517,586,1536.956522,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",660,665,NA,"C13H26BNO6Si",331,"myrc_ox_L_blob_609",619,652,1543
"561","1221_0832_blob_979",0.357278276,0.676354006,0.295820853,-0.03177881,0.161435471,-0.007006097,0.175829943,0.60083064,2,"cluster_vol.z2","2a","2a","2o","2a",NA,979,"amz_lib_1221_0832","C7 acid",475,547,1798.780488,NA,"ﬂ-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",645,677,NA,"C12H27BO5Si2",318,"myrc_ox_L_blob_562",660,689,1792
"562","1202_1412_blob_1860",0.3462955,0.67586437,0.483891665,-0.252552435,-0.073376622,0.147230181,0.485338087,0.535502575,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1860,"amz_lib_1202_1412","beta-caryophyllinic acid, TMS",404,576,2042.962963,2060,"ﬂ-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",564,640,NA,"C12H27BO5Si2",318,"limonox_S_blob_687",413,544,NA
"563","1129_1334_blob_1651",0.493172169,0.675281607,0.352125728,-0.089720413,-0.095377626,0.225465364,0.338947438,0.505056141,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1651,"amz_lib_1129_1334","C7 acid",366,482,2026.666667,NA,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",595,618,NA,"C14H31BO6Si2",362,"apin_ox_S_blob_592",429,598,NA
"564","1202_1412_blob_1898",0.409721572,0.669057596,0.481693518,-0.130056778,-0.069075549,0.171155994,0.266209372,0.549924009,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1898,"amz_lib_1202_1412","C7 acid",412,580,2296,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",557,615,NA,"C20H24N2O",308,"limonox_S_blob_687",410,590,NA
"565","1202_1412_blob_1819",0.352787267,0.666786833,0.663136622,-0.139951638,-0.025467327,0.057600061,0.474983935,0.556669866,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1819,"amz_lib_1202_1412","C14 Diacid",451,571,2302.4,2317,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",681,709,NA,"C14H31BO6Si2",362,"limonox_S_blob_687",451,634,NA
"566","1213_2145_blob_1204",0.573555687,0.664680363,0.548330849,-0.223349065,-0.044707976,-0.002649113,0.465850333,0.522064003,2,"cluster_vol.z2","2a","2a","2o","2a",NA,1204,"amz_lib_1213_2145","C7 acid",473,637,2044.117647,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",653,674,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",439,521,NA
"567","1202_1412_blob_1392",0.269574899,0.664479198,0.587650523,-0.363052502,-0.140591714,0.018605889,0.471415298,0.565904309,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1392,"amz_lib_1202_1412","beta-nocaryophyllone aldehyde",418,493,1758.787879,1757,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",729,752,NA,"C13H26BNO6Si",331,"limonox_S_blob_888",622,711,1750
"568","1202_0046_blob_1456",0.536349332,0.658492422,0.258041259,0.110433851,0.179877698,-0.058886836,0.32197594,0.656214215,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1456,"amz_lib_1202_0046","beta-caryophyllinic acid, TMS",537,662,2072.058824,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",697,754,NA,"C13H26BNO6Si",331,"limonox_S_blob_583",468,563,2078
"569","1128_1901_blob_1622",0.446509909,0.649778904,0.564301913,-0.329967376,-0.10369068,0.038581008,0.406054173,0.422202912,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1622,"amz_lib_1128_1901","C7 acid",399,488,1608.484848,NA,"cis-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",669,697,NA,"C14H28O4Si2",316,"limonox_S_blob_831",594,618,1603
"570","1221_0832_blob_898",0.307065392,0.649137467,0.536964404,0.087722364,0.096422264,0.238741208,0.502288789,0.363786987,6,"cluster_vol.z2","6","6","2o","2b",NA,898,"amz_lib_1221_0832","farnesol",595,667,1838.926174,1832,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",648,671,NA,"C13H27Cl3O4Si2",408,"limonox_L_blob_611",641,702,1835
"571","1129_1334_blob_1381",0.225518836,0.6460634,0.549295389,-0.250204317,0.009759948,0.001012152,0.583474761,0.525059666,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,1381,"amz_lib_1129_1334","C7 acid",451,553,2034.074074,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",693,724,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",457,571,NA
"572","1221_0832_blob_1121",0.443299099,0.641858783,0.471673439,0.004905676,0.082938441,0.146995558,0.330728886,0.531450017,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1121,"amz_lib_1221_0832","C7 acid",506,549,1629.268293,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",672,679,NA,"C15H30O4Si",302,"limonox_S_blob_859",762,772,1626
"573","1128_1901_blob_896",0.437701573,0.638427663,0.484264907,-0.241238092,-0.004821225,-0.05603727,0.251344573,0.524495182,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,896,"amz_lib_1128_1901","C7 acid",394,521,1793.939394,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",622,641,NA,"C16H37BO6Si3",420,"myrc_ox_L_blob_727",582,682,1774
"574","1213_2145_blob_1370",0.235965839,0.636724485,0.517304427,-0.137348618,0.006797552,0.180532874,0.447863712,0.372345543,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,1370,"amz_lib_1213_2145","beta-nocaryophyllonic acid, TMS",501,524,1986.577181,1985,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",653,662,NA,"C14H31BO6Si2",362,"limonox_S_blob_788",491,565,1989
"575","1202_1412_blob_1344",0.139461496,0.627583714,0.533149572,-0.19775421,-0.135330344,0.084218663,0.487372229,0.46308511,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,1344,"amz_lib_1202_1412","beta-nocaryophyllinic acid, TMS",473,598,2142.222222,2127,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",677,735,NA,"C13H26BNO6Si",331,"limonox_S_blob_905",501,718,2120
"576","1202_1412_blob_1437",0.30517392,0.624372461,0.600803615,-0.184571528,-0.072061218,0.137838757,0.261161699,0.46782967,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1437,"amz_lib_1202_1412","C7 acid",424,500,1961.073826,NA,"10-Methyl-8-tetradecen-1-ol acetate",568,613,NA,"C17H32O2",268,"bcp_ox_L_blob_678",515,547,1959
"577","1202_0046_blob_833",0.247459432,0.622892956,0.578441275,-0.342254991,-0.100487403,0.079270416,0.479831496,0.525878767,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,833,"amz_lib_1202_0046","mannosan",640,665,1709.756098,1706,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",707,717,NA,"C16H37BO6Si3",420,"myrc_ox_L_blob_709",663,703,1709
"578","1129_1334_blob_965",0.482802533,0.619960223,0.465769589,-0.258195542,-0.003396554,-0.000562744,0.312443479,0.596427886,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,965,"amz_lib_1129_1334","mannosan",497,537,1701.818182,1706,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",687,729,NA,"C14H30O2Si2",286,"myrc_ox_L_blob_871",646,688,1696
"579","1129_1334_blob_1095",0.352745387,0.619099512,0.47471079,-0.380052736,-0.080579724,0.022555394,0.565841542,0.399933929,NA,"cluster_vol.z2","2b","2b","2o","2b","beta-nocaryophyllinic acid, SQT tracer",1095,"amz_lib_1129_1334","beta-nocaryophyllinic acid, TMS",766,783,2127.407407,2127,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",682,718,NA,"C13H26BNO6Si",331,"limonox_S_blob_905",556,656,2120
"580","1129_1334_blob_1462",0.570749478,0.611482254,0.55850947,-0.408961273,-0.213202124,-0.007477956,0.571213443,0.457452536,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,1462,"amz_lib_1129_1334","pinonic acid",505,575,1544.565217,1550,"Hexanedioic acid, 2TMS derivative",639,788,1514,"C12H26O4Si2",290,"myrc_ox_L_blob_609",672,740,1543
"581","1129_1334_blob_1683",0.468796634,0.606749234,0.598742352,-0.273674269,-0.049064886,0.129898929,0.496288776,0.477171907,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,1683,"amz_lib_1129_1334","pinonic acid",472,535,1546.73913,1550,"D-Gluco-Hexodialdodifuranoside, dimethyl 2,5-bis-O-(trimethylsilyl)-",660,702,NA,"C14H30O6Si2",350,"myrc_ox_L_blob_632",666,725,1533
"582","1202_0046_blob_1561",0.294028071,0.603091809,0.58042225,-0.046600023,-0.08188758,0.039542013,0.597529348,0.457843684,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,1561,"amz_lib_1202_0046","C7 acid",421,571,2214.516129,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",704,757,NA,"C13H26BNO6Si",331,"limonox_S_blob_701",448,586,NA
"583","1202_1412_blob_1780",0.325927836,0.597236606,0.554928717,-0.332421909,-0.313164814,-0.002581949,0.596821269,0.382653743,NA,"cluster_vol.z2","2b","2b","2o","2b",NA,1780,"amz_lib_1202_1412","C7 acid",405,541,2182.222222,NA,"a-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",673,676,NA,"C27H52N2O10Si3",648,"limonox_S_blob_701",413,529,NA
"584","1202_0046_blob_879",0.54865695,0.596586424,0.202599219,-0.03304213,-0.084818907,0.130529011,0.24829322,0.502366371,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,879,"amz_lib_1202_0046","C7 acid",403,530,1874.324324,NA,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",657,687,NA,"C14H31BO6Si2",362,"limonox_S_blob_649",559,597,1868
"585","1213_2145_blob_1000",0.49861549,0.58927741,0.266519857,0.029870743,0.172393455,0.173267675,0.143862486,0.437257642,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1000,"amz_lib_1213_2145","C7 acid",408,537,1981.208054,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",664,674,NA,"C13H26BNO6Si",331,"limonox_S_blob_788",526,584,1989
"586","1202_1412_blob_1579",0.285023687,0.588836563,0.276549807,-0.087533869,0.098289264,0.080620322,0.094668637,0.536932742,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1579,"amz_lib_1202_1412","C7 acid",408,506,2183.703704,NA,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",648,674,NA,"C14H31BO6Si2",362,"apin_ox_S_blob_592",448,610,NA
"587","1221_0832_blob_1198",0.319935434,0.586546029,0.545457067,-0.158848683,0.05738375,0.130499069,0.27853206,0.501850859,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1198,"amz_lib_1221_0832","pinic acid 1",433,467,1685.365854,1692,"4-Penten-2-one, 3-methyl-3-(1-methylethyl)-5-(trimethylsilyl)-",612,684,NA,"C12H24OSi",212,"myrc_ox_L_blob_691",610,621,1677
"588","1129_1334_blob_1594",0.457932325,0.583902403,0.479758322,-0.211398439,0.058321778,0.006330914,0.204366252,0.555210292,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,1594,"amz_lib_1129_1334","C10 carboxylic acid",510,545,1480.434783,1479,"7-Methyl-Z-tetradecen-1-ol acetate",636,639,NA,"C17H32O2",268,"limonox_S_blob_606",594,623,1480
"589","1221_0832_blob_729",0.341910374,0.566152133,0.419247779,-0.052207068,0.214022514,-0.012510954,0.123433684,0.565534254,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,729,"amz_lib_1221_0832","C7 acid",463,537,1802.684564,NA,"Isoborneol, pentamethyldisilanyl ether",629,693,NA,"C15H32OSi2",284,"limonox_S_blob_671",576,638,1817
"590","Blob with BlobID = 584",0.356505338,0.564889016,0.53930308,-0.272370359,-0.115184685,-0.012980084,0.414037474,0.543309736,NA,"cluster_vol.z2","2a","2a","2o","2a",NA,591,"amz_add_misc","C9 Diacid (azelaic acid)",881,889,1821.621622,1822,"Azelaic acid, 2TMS derivative",903,909,NA,"C15H32O4Si2",332,NA,NA,NA,NA
