,BlobID,Compound.Name,Library Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,Overlap_Class,Overlap_Class1,influence_type_1,influence_type_2,assigned_cluster_1,assigned_cluster_2
455,1053,1213_2145_blob_1053,amz_lib_1213_2145,C7 acid,404,530,1887.248322,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",655,700,NA,C13H26BNO6Si,331,limonox_S_blob_725,593,665,1893,IOP2_UP,SeasonUnique,NA,UP,NA,3
409,683,1213_2145_blob_683,amz_lib_1213_2145,C7 acid,487,534,1953.020134,NA,"3-Methyl-1,3-bis(trimethylsilyloxy)butane",676,800,NA,C11H28O2Si2,248,limonox_S_blob_685,592,614,1963,IOP2_UP,SeasonUnique,NA,UP,NA,3
84,909,1221_0832_blob_909,amz_lib_1221_0832,C7 acid,458,531,1958.389262,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",644,653,NA,C13H26BNO6Si,331,limonox_S_blob_685,591,613,1963,IOP2_UP,Mixed_Class,NA,UP,8,3
227,568,1221_0832_blob_568,amz_lib_1221_0832,C7 acid,439,494,1756.097561,NA,"Tricarballylic acid, 3TMS derivative",833,843,NA,C15H32O6Si3,392,myrc_ox_L_blob_723,590,617,1749,IOP2_UP,Mixed_Class,NA,UP,1,3
827,1196,1202_1412_blob_1196,amz_lib_1202_1412,C7 acid,449,585,1977.181208,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",749,796,NA,C13H26BNO6Si,331,limonox_S_blob_685,585,709,1963,IOP2_UP,Mixed_Class,NA,UP,3,3
1136,1096,1129_1334_blob_1096,amz_lib_1129_1334,MBTCA,448,523,1773.333333,1776,"Hexanedioic acid, a-keto oxime, tris-(trimethylsilyl)-",621,669,NA,C15H33NO5Si3,391,myrc_ox_L_blob_628,581,700,1764,IOP2_UP,Mixed_Class,NA,UP,1,3
50,985,1221_0832_blob_985,amz_lib_1221_0832,C10 diacid (sebacic acid),451,517,1912.751678,1922,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",637,656,NA,C13H26BNO6Si,331,limonox_S_blob_725,578,672,1893,IOP2_UP,Mixed_Class,NA,UP,3,3
1091,1300,1129_1334_blob_1300,amz_lib_1129_1334,C7 acid,373,431,1602.424242,NA,"Propanetriol, 2-methyl-, tris-O-(trimethylsilyl)-",666,815,NA,C13H34O3Si3,322,myrc_ox_L_blob_622,578,601,1592,IOP2_UP,Mixed_Class,NA,UP,3,3
382,983,1213_2145_blob_983,amz_lib_1213_2145,levoglucosan,490,533,1731.707317,1726,"Trimethylsilyl 3,5-bis(trimethylsilyloxy)-3-methylvalerate",657,693,NA,C15H36O4Si3,364,myrc_ox_L_blob_547,576,612,1723,IOP2_UP,SeasonUnique,NA,UP,NA,3
88,899,1221_0832_blob_899,amz_lib_1221_0832,C10 diacid (sebacic acid),642,645,1922.147651,1922,"2-Bromosebacic acid, 2TMS derivative",679,726,NA,C16H33BrO4Si2,424,limonox_S_blob_847,566,593,1925,IOP2_UP,Mixed_Class,NA,UP,7,3
316,1103,1221_0832_blob_1103,amz_lib_1221_0832,C7 acid,447,511,1591.208791,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",588,674,NA,C15H30O4Si,302,limonox_S_blob_746,566,697,1576,IOP2_UP,SeasonUnique,NA,UP,NA,3
464,1003,1213_2145_blob_1003,amz_lib_1213_2145,C7 acid,352,486,1759.756098,NA,"Pentitol, 3-desoxy-tetrakis-O-(trimethylsilyl)-",708,747,NA,C17H44O4Si4,424,myrc_ox_L_blob_727,562,625,1774,IOP2_UP,SeasonUnique,NA,UP,NA,3
680,969,1202_1412_blob_969,amz_lib_1202_1412,C7 acid,408,536,1749.090909,NA,"Dodecanoic acid, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a-dihydroxy-4-(hydroxymethyl)-1,1,7,9-tetramethyl-11-oxo-1H-2,8a-methanocyclopenta[a]cyclopropa[e]cyclodecen-6-yl ester, [1aR-(1aa,2a,5?,5a?,6?,8aa,9a,10aa)]-",642,642,NA,C32H50O6,530,limonox_L_blob_547,560,601,1746,IOP2_UP,Mixed_Class,NA,UP,3,3
395,870,1213_2145_blob_870,amz_lib_1213_2145,mannosan,623,751,1698.780488,1706,"?-Lyxopyranose, 4TMS derivative",660,769,NA,C17H42O5Si4,438,myrc_ox_L_blob_735,557,629,1703,IOP2_UP,SeasonUnique,NA,UP,NA,3
1465,1147,1128_1901_blob_1147,amz_lib_1128_1901,C7 acid,401,471,1575,NA,"3 Hydroxy-2,3-didehydrosebacic acid, tris(trimethylsilyl) derivative",604,825,NA,C19H40O5Si3,432,myrc_ox_L_blob_657,554,564,1582,IOP2_UP,Mixed_Class,NA,UP,1,3
271,1239,1221_0832_blob_1239,amz_lib_1221_0832,C7 acid,395,458,1973.154362,NA,"1,2-Dithiane-4,5-diol, 2TBDMS derivative",617,699,NA,C16H36O2S2Si2,380,limonox_S_blob_633,553,668,NA,IOP2_UP,Mixed_Class,NA,UP,3,3
264,1295,1221_0832_blob_1295,amz_lib_1221_0832,farnesol,451,520,1828.187919,1832,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",611,667,NA,C15H30O4Si,302,limonox_S_blob_754,541,569,1831,IOP2_UP,SeasonUnique,NA,UP,NA,3
77,928,1221_0832_blob_928,amz_lib_1221_0832,"beta-caryophyllonic acid, TMS",599,618,1926.174497,1931,1-Heptatriacotanol,645,655,NA,C37H76O,536,limonox_S_blob_847,539,563,1925,IOP2_UP,Mixed_Class,NA,UP,9,3
67,952,1221_0832_blob_952,amz_lib_1221_0832,C7 acid,436,552,1947.651007,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",667,759,NA,C10H22O3Si2,246,limonox_S_blob_706,537,560,1947,IOP2_UP,Mixed_Class,NA,UP,3,3
1279,734,1128_1901_blob_734,amz_lib_1128_1901,C7 acid,435,499,1846.979866,NA,"2-Methyl-3,5-heptadiene, 7-trimethylsilyl-2,3-bis(trimethylsilyloxy)-",636,693,NA,C17H38O2Si3,358,limonox_L_blob_611,534,572,1835,IOP2_UP,Mixed_Class,NA,UP,1,3
452,1113,1213_2145_blob_1113,amz_lib_1213_2145,C7 acid,457,540,2094.117647,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",664,679,NA,C13H26BNO6Si,331,limonox_S_blob_1216,528,596,2098,IOP2_UP,Mixed_Class,NA,UP,8,3
398,831,1213_2145_blob_831,amz_lib_1213_2145,C10 diacid (sebacic acid),494,523,1922.147651,1922,"N-Acetyl glucosamine methoxime, tetrakis(trimethylsilyl)",654,659,NA,C21H50N2O6Si4,538,limonox_S_blob_847,527,634,1925,IOP2_UP,SeasonUnique,NA,UP,NA,3
457,1044,1213_2145_blob_1044,amz_lib_1213_2145,C7 acid,475,556,1990.604027,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",688,701,NA,C13H26BNO6Si,331,limonox_S_blob_788,527,607,1989,IOP2_UP,SeasonUnique,NA,UP,NA,3
228,565,1221_0832_blob_565,amz_lib_1221_0832,C7 acid,453,472,1590.10989,NA,"Diethanolamine, 2TMS derivative",705,754,NA,C10H27NO2Si2,249,myrc_ox_L_blob_622,523,526,1592,IOP2_UP,Mixed_Class,NA,UP,7,3
312,1117,1221_0832_blob_1117,amz_lib_1221_0832,C7 acid,515,562,1915.436242,NA,"7-Trimethylsilyloxy-7-methyloctanoic acid, trimethylsilyl ester",659,702,NA,C15H34O3Si2,318,limonox_S_blob_725,519,616,1893,IOP2_UP,SeasonUnique,NA,UP,NA,3
418,599,1213_2145_blob_599,amz_lib_1213_2145,C7 acid,339,424,1802.684564,NA,"2-Keto-l-gluconic acid, penta(O-trimethylsilyl)-",853,860,NA,C21H50O7Si5,554,myrc_ox_L_blob_687,516,602,1796,IOP2_UP,SeasonUnique,NA,UP,NA,3
449,1183,1213_2145_blob_1183,amz_lib_1213_2145,C7 acid,449,532,2139.705882,NA,"3-Trimethylsiloxyoctanoic acid, trimethylsilyl ester",634,688,NA,C14H32O3Si2,304,apin_ox_S_blob_592,510,617,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
1227,895,1128_1901_blob_895,amz_lib_1128_1901,C7 acid,502,570,2150,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,681,NA,C13H26BNO6Si,331,limonox_S_blob_687,510,604,NA,IOP2_UP,Mixed_Class,NA,UP,1,3
1277,739,1128_1901_blob_739,amz_lib_1128_1901,C7 acid,407,579,1677.575758,NA,"Thiazolo[5,4-f]quinoline, 7,9-dimethyl-",649,814,NA,C12H10N2S,214,limonox_S_blob_720,504,509,1675,IOP2_UP,Mixed_Class,NA,UP,1,3
448,1189,1213_2145_blob_1189,amz_lib_1213_2145,"beta-caryophyllinic acid, TMS",510,597,2050,2060,"a-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",668,678,NA,C14H31BO6Si2,362,limonox_S_blob_633,501,589,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
66,953,1221_0832_blob_953,amz_lib_1221_0832,"beta-nocaryophyllonic acid, TMS",761,763,1986.577181,1985,"1b,4a-Epoxy-2H-cyclopenta[3,4]cyclopropa[8,9]cycloundec[1,2-b]oxiren-5(6H)-one, 7-(acetyloxy)decahydro-2,9,10-trihydroxy-3,6,8,8,10a-pentamethyl-",615,615,NA,C22H32O8,424,limonox_S_blob_788,498,537,1989,IOP2_UP,Mixed_Class,NA,UP,3,3
1478,1115,1128_1901_blob_1115,amz_lib_1128_1901,C7 acid,472,531,2155.882353,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",670,674,NA,C28H50O4Si2,506,limonox_S_blob_687,496,581,NA,IOP2_UP,Mixed_Class,NA,UP,1,3
384,971,1213_2145_blob_971,amz_lib_1213_2145,C7 acid,416,537,1987.919463,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",642,656,NA,C13H26BNO6Si,331,limonox_S_blob_685,494,653,1963,IOP2_UP,SeasonUnique,NA,UP,NA,3
429,1416,1213_2145_blob_1416,amz_lib_1213_2145,"beta-caryophyllonic acid, TMS",416,544,1918.120805,1931,"2-Trimethylsilyloxyheptanoic acid, trimethylsilyl ester",578,659,NA,C13H30O3Si2,290,limonox_S_blob_716,491,556,1911,IOP2_UP,SeasonUnique,NA,UP,NA,3
397,846,1213_2145_blob_846,amz_lib_1213_2145,C7 acid,473,555,1958.389262,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",642,715,NA,C15H30O5Si,318,limonox_S_blob_687,488,584,NA,IOP2_UP,Mixed_Class,NA,UP,8,3
51,983,1221_0832_blob_983,amz_lib_1221_0832,C7 acid,468,545,2037.037037,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",640,645,NA,C13H26BNO6Si,331,limonox_S_blob_687,486,590,NA,IOP2_UP,Mixed_Class,NA,UP,4,3
364,648,1216_0703_blob_648,amz_lib_1216_0703,C7 acid,462,506,2167.647059,NA,"Malic acid, 2TMS derivative",632,643,NA,C10H22O5Si2,278,limonox_S_blob_633,486,570,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
446,1207,1213_2145_blob_1207,amz_lib_1213_2145,C7 acid,467,551,2144.117647,NA,"Trimethylsilyl 3,5-bis(trimethylsilyloxy)-3-methylvalerate",650,691,NA,C15H36O4Si3,364,apin_ox_S_blob_592,485,608,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
428,1448,1213_2145_blob_1448,amz_lib_1213_2145,C7 acid,422,511,2188.235294,NA,"?-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",649,665,NA,C14H31BO6Si2,362,apin_ox_S_blob_592,483,608,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
426,1481,1213_2145_blob_1481,amz_lib_1213_2145,C7 acid,465,543,2176.470588,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",627,637,NA,C28H50O4Si2,506,limonox_S_blob_687,477,581,NA,IOP2_UP,Mixed_Class,NA,UP,7,3
462,1015,1213_2145_blob_1015,amz_lib_1213_2145,C7 acid,419,478,2042.647059,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",694,723,NA,C13H27Cl3O4Si2,408,apin_ox_S_blob_592,475,559,NA,IOP2_UP,Mixed_Class,NA,UP,8,3
432,1304,1213_2145_blob_1304,amz_lib_1213_2145,"beta-caryophyllinic acid, TMS",495,573,2070.588235,2060,"N-Acetyl glucosamine methoxime, tetrakis(trimethylsilyl)",642,652,NA,C21H50N2O6Si4,538,limonox_S_blob_633,473,569,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
349,940,1216_0703_blob_940,amz_lib_1216_0703,C7 acid,428,487,2042.647059,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",687,716,NA,C13H27Cl3O4Si2,408,apin_ox_S_blob_592,467,548,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
237,4,1221_0832_blob_4,amz_lib_1221_0832,C18,182,576,1873.825503,1830,6-Methyl-2-tridecanone,776,796,NA,C14H28O,212,bcp_ox_L_blob_598,460,520,1856,IOP2_UP,Mixed_Class,NA,UP,8,3
460,1035,1213_2145_blob_1035,amz_lib_1213_2145,"hexadecanol, TMS",428,523,1989.261745,1989,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",634,673,NA,C13H27Cl3O4Si2,408,limonox_S_blob_788,459,517,1989,IOP2_UP,SeasonUnique,NA,UP,NA,3
350,899,1216_0703_blob_899,amz_lib_1216_0703,C7 acid,405,487,2097.058824,NA,"2-Penten-2,4-diol, 4-methyl-, bis(trimethylsilyl)ether",646,693,NA,C12H28O2Si2,260,apin_ox_S_blob_592,455,584,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
73,937,1221_0832_blob_937,amz_lib_1221_0832,C7 acid,436,443,1971.812081,NA,"3-Octen-2-ol, (E)-, TMS derivative",689,733,NA,C11H24OSi,200,limonox_S_blob_687,454,478,NA,IOP2_UP,Mixed_Class,NA,UP,4,3
156,758,1221_0832_blob_758,amz_lib_1221_0832,gamma dodecalactone,850,859,1709.756098,1709,10-Methylundecan-4-olide,781,821,1659,C12H22O2,198,bcp_ox_L_blob_729,453,453,1704,IOP2_UP,SeasonUnique,NA,UP,NA,3
419,1877,1213_2145_blob_1877,amz_lib_1213_2145,"cis-Vaccenic Acid, TMS",504,520,2262.903226,2259,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",651,672,NA,C13H26BNO6Si,331,apin_ox_S_blob_592,450,580,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
361,779,1216_0703_blob_779,amz_lib_1216_0703,C7 acid,384,478,2107.352941,NA,"2-Penten-2,4-diol, 4-methyl-, bis(trimethylsilyl)ether",668,720,NA,C12H28O2Si2,260,limonox_S_blob_633,446,542,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
454,1063,1213_2145_blob_1063,amz_lib_1213_2145,C7 acid,393,477,2097.058824,NA,"2-Penten-2,4-diol, 4-methyl-, bis(trimethylsilyl)ether",632,692,NA,C12H28O2Si2,260,apin_ox_S_blob_592,426,562,NA,IOP2_UP,Mixed_Class,NA,UP,1,3
1096,1270,1129_1334_blob_1270,amz_lib_1129_1334,phthalic acid,362,382,1709.090909,1714,"Acetamide, N-[3-(diethylamino)-4-methoxyphenyl]-",658,670,NA,C13H20N2O2,236,bcp_ox_L_blob_682,421,462,1703,IOP2_UP,Mixed_Class,NA,UP,3,3
420,1736,1213_2145_blob_1736,amz_lib_1213_2145,C7 acid,386,481,2188.235294,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",629,668,NA,C13H26BNO6Si,331,apin_ox_S_blob_592,418,553,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
422,1700,1213_2145_blob_1700,amz_lib_1213_2145,C7 acid,442,535,2312.903226,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",618,627,NA,C13H26BNO6Si,331,apin_ox_S_blob_751,416,559,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
1219,912,1128_1901_blob_912,amz_lib_1128_1901,C7 acid,370,376,1408.695652,NA,"1,2,4,5-Tetrazine, 1,4-diethylhexahydro-",600,785,NA,C6H16N4,144,bcp_ox_L_blob_614,416,460,1418,IOP2_UP,Mixed_Class,NA,UP,7,3
424,1604,1213_2145_blob_1604,amz_lib_1213_2145,C7 acid,421,503,2290.322581,NA,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",591,669,NA,C13H29BO5Si2,332,apin_ox_S_blob_592,414,549,NA,IOP2_UP,Mixed_Class,NA,UP,4,3
421,1723,1213_2145_blob_1723,amz_lib_1213_2145,C7 acid,419,519,2107.352941,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",633,652,NA,C13H26BNO6Si,331,limonox_S_blob_687,412,542,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
378,1095,1216_0703_blob_1095,amz_lib_1216_0703,"beta-caryophyllinic acid, TMS",392,533,2069.117647,2060,"Pentitol, 3-desoxy-tetrakis-O-(trimethylsilyl)-",665,697,NA,C17H44O4Si4,424,limonox_S_blob_687,400,569,NA,IOP2_UP,SeasonUnique,NA,UP,NA,3
450,1173,1213_2145_blob_1173,amz_lib_1213_2145,"beta-caryophyllinic acid, TMS",398,531,2069.117647,2060,"Pentitol, 3-desoxy-tetrakis-O-(trimethylsilyl)-",665,700,NA,C17H44O4Si4,424,limonox_S_blob_633,393,432,NA,IOP2_UP,Mixed_Class,NA,UP,1,3
231,511,1221_0832_blob_511,amz_lib_1221_0832,C7 acid,317,422,2004.444444,NA,4-Propylacridine,653,673,NA,C16H15N,221,apin_ox_S_blob_592,381,564,NA,IOP2_UP,Mixed_Class,NA,UP,1,3
992,693,1129_1334_blob_693,amz_lib_1129_1334,C7 acid,339,511,1922.147651,NA,"3H-Naphtho[2,3-b]furan-2-one, 3-[[2-(4-fluorophenyl)ethylamino]methyl]-5,8a-dimethyl-3a,5,6,7,8,8a,9,9a-octahydro-",692,731,NA,C23H30FNO2,371,limonox_S_blob_700,357,375,1922,IOP2_UP,SeasonUnique,NA,UP,NA,3
226,569,1221_0832_blob_569,amz_lib_1221_0832,ionone,134,509,1481.318681,1449,"Acetamide, N-(2-methoxy-6-methylphenyl)-",650,672,NA,C10H13NO2,179,limonox_S_blob_638,350,367,1481,IOP2_UP,Mixed_Class,NA,UP,7,3
42,600,1221_2326_blob_600,amz_lib_1221_2326,squalene,865,866,2866.666667,2868,"6,11-Dimethyl-2,6,10-dodecatrien-1-ol",810,822,NA,C14H24O,208,bcp_ox_L_blob_18,337,346,NA,IOP2_UP,Mixed_Class,NA,UP,1,3
1,540,Blob with BlobID = 7,amz_add_misc,mannosan,329,493,1673.170732,NA,"Bis(tert-butyldimethylsilyl) 2,3-bis((tert-butyldimethylsilyl)thio)succinate",608,698,NA,C28H62O4S2Si4,638,NA,NA,NA,NA,NA,SeasonUnique,NA,NA,5,NA
14,940,Blob with BlobID = 4,amz_add_misc,glyceric acid,594,606,1303.061224,1345,"Hypoxanthine, 2TBDMS derivative",693,740,NA,C17H32N4OSi2,364,NA,NA,NA,NA,NA,Common_Class,NA,NA,4,7
717,658,1202_1412_blob_658,amz_lib_1202_1412,glyceric acid,533,580,1339.188465,1345,"Butanedioic acid, 2TMS derivative",921,922,1321,C10H22O4Si2,262,apin_ox_L_blob_1,923,932,1330,NA,SeasonUnique,NA,NA,3,NA
221,579,1221_0832_blob_579,amz_lib_1221_0832,C7 acid,529,599,1604.878049,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",657,660,NA,C15H30O4Si,302,myrc_ox_L_blob_560,895,896,1598,NA,Common_Class,NA,NA,5,7
1185,642,1128_1901_fb_add_blob_642,amz_lib_1128_1901_fb_add,pinic acid 1,889,896,1692.121212,1692,"2-Oxooctanoic acid, TMS derivative",635,716,NA,C11H22O3Si,230,myrc_ox_L_blob_312,886,891,1689,NA,Common_Class,NA,NA,8,7
1211,948,1128_1901_blob_948,amz_lib_1128_1901,C7 acid,427,474,1423.913043,NA,"Pentanedioic acid, 2TMS derivative",851,858,1409,C11H24O4Si2,276,myrc_ox_L_blob_563,885,891,1421,NA,Common_Class,BB,UP,10,3
416,626,1213_2145_blob_626,amz_lib_1213_2145,"beta-caryophyllonic acid, TMS",469,528,1935.57047,1931,"Undecanoic acid, bromomethyldimethylsilyl ester",581,607,NA,C14H29BrO2Si,336,limonox_L_blob_552,878,879,1934,NA,Common_Class,NA,NA,1,7
1232,879,1128_1901_blob_879,amz_lib_1128_1901,C7 acid,451,472,1359.74242,NA,"Citronellol, TMS derivative",711,715,1308,C13H28OSi,228,apin_ox_S_blob_581,876,879,1354,NA,SeasonUnique,NA,NA,1,NA
1260,794,1128_1901_blob_794,amz_lib_1128_1901,C7 acid,387,483,1732.121212,NA,"4-Chloro-3-nitrobenzyl alcohol, TMS derivative",544,550,NA,C10H14ClNO3Si,259,apin_ox_L_blob_525,873,877,1732,NA,Common_Class,NA,NA,1,1
213,641,1221_0832_blob_641,amz_lib_1221_0832,C7 acid,391,461,1963.758389,NA,"Undecanoic acid, bromomethyldimethylsilyl ester",570,588,NA,C14H29BrO2Si,336,limonox_L_blob_546,855,856,1963,NA,Common_Class,NA,NA,8,7
1180,924,1128_1901_fb_add_blob_924,amz_lib_1128_1901_fb_add,C10 carboxylic acid,862,865,1480.434783,1479,"Decanoic acid, TMS derivative",853,864,1450,C13H28O2Si,244,myrc_ox_L_blob_566,854,857,1477,NA,Common_Class,NA,NA,5,1
241,29,1221_0832_blob_29,amz_lib_1221_0832,C7 acid,376,481,1845.637584,NA,"trans-1,4-Cyclohexanedicarboxylic acid, mono-O-(tert-butyldimethylsilyl)",596,666,NA,C14H26O4Si,286,limonox_L_blob_600,852,854,1843,NA,Common_Class,NA,NA,8,7
211,643,1221_0832_blob_643,amz_lib_1221_0832,C7 acid,397,499,1809.395973,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",580,599,NA,C15H30O4Si,302,limonox_L_blob_620,842,844,1808,NA,Common_Class,NA,NA,8,7
35,722,1221_2326_blob_722,amz_lib_1221_2326,C7 acid,450,464,1630.487805,NA,"3-Octen-2-ol, (E)-, TMS derivative",635,683,NA,C11H24OSi,200,apin_ox_L_blob_530,840,842,1629,NA,Common_Class,NA,NA,3,7
1271,756,1128_1901_blob_756,amz_lib_1128_1901,farnesol,307,611,1798.787879,1832,"9,12,15-Octadecatrienoic acid, 2,3-dihydroxypropyl ester, (Z,Z,Z)-",730,737,NA,C21H36O4,352,bcp_ox_L_blob_8,833,846,1799,NA,Common_Class,NA,NA,4,6
1512,1004,1128_1901_blob_1004,amz_lib_1128_1901,"2-Ketoglutaric acid, tri-TMS",487,500,1631.515152,1629,"2-propenoic acid, 2-methyl-, 2,3-bis[(trimethylsilyl)oxy]propyl ester",608,738,NA,C13H28O4Si2,304,limonox_L_blob_667,828,833,1630,NA,Common_Class,NA,NA,1,7
1274,742,1128_1901_blob_742,amz_lib_1128_1901,C29,0,499,1632.727273,2955,"1,4-Dioxaspiro[5,5]undecan-3-one",629,672,NA,C9H14O3,170,limonox_L_blob_689,827,847,1628,NA,Common_Class,NA,NA,5,5
810,1333,1202_1412_blob_1333,amz_lib_1202_1412,ketopinic acid,510,515,1526.775956,1530,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",594,601,NA,C11H22B2O6Si,300,limonox_L_blob_615,824,827,1524,NA,Common_Class,NA,NA,5,7
723,608,1202_1412_blob_608,amz_lib_1202_1412,C7 acid,449,544,1871.14094,NA,"Isoxazolo[2,3-b]benz[1,2]oxazine, perhydro-2-methoxycarbonyl-10-methyl-5a-trimethylsilyloxy-",626,635,NA,C16H29NO5Si,343,apin_ox_L_blob_523,823,860,1870,NA,Common_Class,NA,NA,5,7
1089,1303,1129_1334_blob_1303,amz_lib_1129_1334,C7 acid,349,371,1229.441804,NA,"Propanedioic acid, 2TMS derivative",809,852,1216,C9H20O4Si2,248,myrc_ox_L_blob_588,814,854,1216,NA,Unclustered,NA,NA,NA,NA
110,860,1221_0832_blob_860,amz_lib_1221_0832,pinic acid 1,437,572,1680.487805,1692,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",635,663,NA,C15H30O5Si,318,limonox_L_blob_657,813,817,1679,NA,Common_Class,NA,NA,5,7
346,1000,1221_0832_blob_1000,amz_lib_1221_0832,C7 acid,447,512,1784.146341,NA,Ethyltrimethylsilyl dipropylmalonate,644,655,NA,C14H28O4Si,288,limonox_L_blob_588,778,796,1781,NA,Common_Class,NA,NA,8,7
1386,1431,1128_1901_blob_1431,amz_lib_1128_1901,pinic acid 1,413,485,1692.121212,1692,"5-(2-Hydroxy-1-methylethyl)-2-methylcyclohexanone, TBDMS derivative",590,608,NA,C16H32O2Si,284,limonox_S_blob_727,776,817,1689,NA,Common_Class,NA,NA,5,7
1505,1043,1128_1901_blob_1043,amz_lib_1128_1901,ketopinic acid,532,539,1526.086957,1530,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",594,607,NA,C11H22B2O6Si,300,limonox_L_blob_615,770,782,1524,NA,SeasonUnique,NA,NA,3,NA
1284,719,1128_1901_blob_719,amz_lib_1128_1901,nonanol,310,326,1305.780133,1305,"(1R,2R,3S,5R)-(-)-2,3-Pinanediol",693,773,NA,C10H18O2,170,apin_ox_L_blob_536,766,889,1291,NA,Unclustered,NA,NA,NA,NA
1194,1,1128_1901_fb_add_blob_1,amz_lib_1128_1901_fb_add,C16 Acid,951,951,2079.411765,2078,"Palmitic Acid, TMS derivative",881,882,2050,C19H40O2Si,328,myrc_ox_L_blob_548,763,774,2075,NA,Unclustered,NA,NA,NA,NA
309,1121,1221_0832_blob_1121,amz_lib_1221_0832,C7 acid,506,549,1629.268293,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",672,679,NA,C15H30O4Si,302,limonox_S_blob_859,762,772,1626,NA,Common_Class,NA,NA,8,7
