1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
z1161,z1162,z1163,z1164,z1165,,,,,,,,,,,,r11617,r11618,r11619,r11620,r11621,r11622,r11623,r11624,r11625,r11626,r11627,r11628,r11629,r11630,r11631,r11632,r11633,r11634,r11635,r11636,r11637,r11638,r11639,r11640,r11641,r11642,r11643,r11644,r11645,r11646,r11647,r11648,r11649,r11650,r11651,r11652,r11653,r11654,r11655,r11656,r11657,r11658,r11659,r11660,r11661,r11662,r11663,r11664,r11665,r11666,r11667,r11668,r11669,r11670,r11671,r11672,r11673,r11674,r11675,r11676,r11677,r11678,r11679,r11680,r11681,r11682,r11683,r11684,r11685,r11686,r11687,r11688,r11689,r11690,r11691,r11692,r11693,r11694,r11695,r11696,r11697,r11698,r11699,r116100,r116101,r116102,r116103,r116104,r116105,r116106,r116107,r116108,r116109,r116110,r116111,r116112,r116113,r116114,r116115,r116116,r116117,r116118,r116119,r116120,r116121,r116122,r116123,r116124,r116125,r116126,r116127,r116128,r116129,r116130,r116131,r116132,r116133,r116134,r116135,r116136,r116137,r116138,r116139,r116140,r116141,r116142,r116143,r116144,r116145,r116146,r116147,r116148,r116149,r116150,r116151,r116152,r116153,r116154,r116155,r116156,r116157,r116158,r116159,r116160,r116161,r116162,r116163,r116164,r116165,r116166,r116167,r116168,r116169,r116170,r116171,r116172,r116173,r116174,r116175,r116176,r116177,r116178,r116179,r116180,r116181,r116182,r116183,r116184,r116185,r116186,r116187,r116188,r116189,r116190,r116191,r116192,r116193,0,0,0,0,0,0,0
z1171,z1172,z1173,z1174,z1175,,,,,,,,,,,,r11717,r11718,r11719,r11720,r11721,r11722,r11723,r11724,r11725,r11726,r11727,r11728,r11729,r11730,r11731,r11732,r11733,r11734,r11735,r11736,r11737,r11738,r11739,r11740,r11741,r11742,r11743,r11744,r11745,r11746,r11747,r11748,r11749,r11750,r11751,r11752,r11753,r11754,r11755,r11756,r11757,r11758,r11759,r11760,r11761,r11762,r11763,r11764,r11765,r11766,r11767,r11768,r11769,r11770,r11771,r11772,r11773,r11774,r11775,r11776,r11777,r11778,r11779,r11780,r11781,r11782,r11783,r11784,r11785,r11786,r11787,r11788,r11789,r11790,r11791,r11792,r11793,r11794,r11795,r11796,r11797,r11798,r11799,r117100,r117101,r117102,r117103,r117104,r117105,r117106,r117107,r117108,r117109,r117110,r117111,r117112,r117113,r117114,r117115,r117116,r117117,r117118,r117119,r117120,r117121,r117122,r117123,r117124,r117125,r117126,r117127,r117128,r117129,r117130,r117131,r117132,r117133,r117134,r117135,r117136,r117137,r117138,r117139,r117140,r117141,r117142,r117143,r117144,r117145,r117146,r117147,r117148,r117149,r117150,r117151,r117152,r117153,r117154,r117155,r117156,r117157,r117158,r117159,r117160,r117161,r117162,r117163,r117164,r117165,r117166,r117167,r117168,r117169,r117170,r117171,r117172,r117173,r117174,r117175,r117176,r117177,r117178,r117179,r117180,r117181,r117182,r117183,r117184,r117185,r117186,r117187,r117188,r117189,r117190,r117191,r117192,r117193,0,0,0,0,0,0,0
z1181,z1182,z1183,z1184,z1185,,,,,,,,,,,,r11817,r11818,r11819,r11820,r11821,r11822,r11823,r11824,r11825,r11826,r11827,r11828,r11829,r11830,r11831,r11832,r11833,r11834,r11835,r11836,r11837,r11838,r11839,r11840,r11841,r11842,r11843,r11844,r11845,r11846,r11847,r11848,r11849,r11850,r11851,r11852,r11853,r11854,r11855,r11856,r11857,r11858,r11859,r11860,r11861,r11862,r11863,r11864,r11865,r11866,r11867,r11868,r11869,r11870,r11871,r11872,r11873,r11874,r11875,r11876,r11877,r11878,r11879,r11880,r11881,r11882,r11883,r11884,r11885,r11886,r11887,r11888,r11889,r11890,r11891,r11892,r11893,r11894,r11895,r11896,r11897,r11898,r11899,r118100,r118101,r118102,r118103,r118104,r118105,r118106,r118107,r118108,r118109,r118110,r118111,r118112,r118113,r118114,r118115,r118116,r118117,r118118,r118119,r118120,r118121,r118122,r118123,r118124,r118125,r118126,r118127,r118128,r118129,r118130,r118131,r118132,r118133,r118134,r118135,r118136,r118137,r118138,r118139,r118140,r118141,r118142,r118143,r118144,r118145,r118146,r118147,r118148,r118149,r118150,r118151,r118152,r118153,r118154,r118155,r118156,r118157,r118158,r118159,r118160,r118161,r118162,r118163,r118164,r118165,r118166,r118167,r118168,r118169,r118170,r118171,r118172,r118173,r118174,r118175,r118176,r118177,r118178,r118179,r118180,r118181,r118182,r118183,r118184,r118185,r118186,r118187,r118188,r118189,r118190,r118191,r118192,r118193,0,0,0,0,0,0,0
z1191,z1192,z1193,z1194,z1195,,,,,,,,,,,,r11917,r11918,r11919,r11920,r11921,r11922,r11923,r11924,r11925,r11926,r11927,r11928,r11929,r11930,r11931,r11932,r11933,r11934,r11935,r11936,r11937,r11938,r11939,r11940,r11941,r11942,r11943,r11944,r11945,r11946,r11947,r11948,r11949,r11950,r11951,r11952,r11953,r11954,r11955,r11956,r11957,r11958,r11959,r11960,r11961,r11962,r11963,r11964,r11965,r11966,r11967,r11968,r11969,r11970,r11971,r11972,r11973,r11974,r11975,r11976,r11977,r11978,r11979,r11980,r11981,r11982,r11983,r11984,r11985,r11986,r11987,r11988,r11989,r11990,r11991,r11992,r11993,r11994,r11995,r11996,r11997,r11998,r11999,r119100,r119101,r119102,r119103,r119104,r119105,r119106,r119107,r119108,r119109,r119110,r119111,r119112,r119113,r119114,r119115,r119116,r119117,r119118,r119119,r119120,r119121,r119122,r119123,r119124,r119125,r119126,r119127,r119128,r119129,r119130,r119131,r119132,r119133,r119134,r119135,r119136,r119137,r119138,r119139,r119140,r119141,r119142,r119143,r119144,r119145,r119146,r119147,r119148,r119149,r119150,r119151,r119152,r119153,r119154,r119155,r119156,r119157,r119158,r119159,r119160,r119161,r119162,r119163,r119164,r119165,r119166,r119167,r119168,r119169,r119170,r119171,r119172,r119173,r119174,r119175,r119176,r119177,r119178,r119179,r119180,r119181,r119182,r119183,r119184,r119185,r119186,r119187,r119188,r119189,r119190,r119191,r119192,r119193,0,0,0,0,0,0,0
z1201,z1202,z1203,z1204,z1205,,,,,,,,,,,,r12017,r12018,r12019,r12020,r12021,r12022,r12023,r12024,r12025,r12026,r12027,r12028,r12029,r12030,r12031,r12032,r12033,r12034,r12035,r12036,r12037,r12038,r12039,r12040,r12041,r12042,r12043,r12044,r12045,r12046,r12047,r12048,r12049,r12050,r12051,r12052,r12053,r12054,r12055,r12056,r12057,r12058,r12059,r12060,r12061,r12062,r12063,r12064,r12065,r12066,r12067,r12068,r12069,r12070,r12071,r12072,r12073,r12074,r12075,r12076,r12077,r12078,r12079,r12080,r12081,r12082,r12083,r12084,r12085,r12086,r12087,r12088,r12089,r12090,r12091,r12092,r12093,r12094,r12095,r12096,r12097,r12098,r12099,r120100,r120101,r120102,r120103,r120104,r120105,r120106,r120107,r120108,r120109,r120110,r120111,r120112,r120113,r120114,r120115,r120116,r120117,r120118,r120119,r120120,r120121,r120122,r120123,r120124,r120125,r120126,r120127,r120128,r120129,r120130,r120131,r120132,r120133,r120134,r120135,r120136,r120137,r120138,r120139,r120140,r120141,r120142,r120143,r120144,r120145,r120146,r120147,r120148,r120149,r120150,r120151,r120152,r120153,r120154,r120155,r120156,r120157,r120158,r120159,r120160,r120161,r120162,r120163,r120164,r120165,r120166,r120167,r120168,r120169,r120170,r120171,r120172,r120173,r120174,r120175,r120176,r120177,r120178,r120179,r120180,r120181,r120182,r120183,r120184,r120185,r120186,r120187,r120188,r120189,r120190,r120191,r120192,r120193,0,0,0,0,0,0,0
z1211,z1212,z1213,z1214,z1215,,,,,,,,,,,,r12117,r12118,r12119,r12120,r12121,r12122,r12123,r12124,r12125,r12126,r12127,r12128,r12129,r12130,r12131,r12132,r12133,r12134,r12135,r12136,r12137,r12138,r12139,r12140,r12141,r12142,r12143,r12144,r12145,r12146,r12147,r12148,r12149,r12150,r12151,r12152,r12153,r12154,r12155,r12156,r12157,r12158,r12159,r12160,r12161,r12162,r12163,r12164,r12165,r12166,r12167,r12168,r12169,r12170,r12171,r12172,r12173,r12174,r12175,r12176,r12177,r12178,r12179,r12180,r12181,r12182,r12183,r12184,r12185,r12186,r12187,r12188,r12189,r12190,r12191,r12192,r12193,r12194,r12195,r12196,r12197,r12198,r12199,r121100,r121101,r121102,r121103,r121104,r121105,r121106,r121107,r121108,r121109,r121110,r121111,r121112,r121113,r121114,r121115,r121116,r121117,r121118,r121119,r121120,r121121,r121122,r121123,r121124,r121125,r121126,r121127,r121128,r121129,r121130,r121131,r121132,r121133,r121134,r121135,r121136,r121137,r121138,r121139,r121140,r121141,r121142,r121143,r121144,r121145,r121146,r121147,r121148,r121149,r121150,r121151,r121152,r121153,r121154,r121155,r121156,r121157,r121158,r121159,r121160,r121161,r121162,r121163,r121164,r121165,r121166,r121167,r121168,r121169,r121170,r121171,r121172,r121173,r121174,r121175,r121176,r121177,r121178,r121179,r121180,r121181,r121182,r121183,r121184,r121185,r121186,r121187,r121188,r121189,r121190,r121191,r121192,r121193,0,0,0,0,0,0,0
z1221,z1222,z1223,z1224,z1225,,,,,,,,,,,,r12217,r12218,r12219,r12220,r12221,r12222,r12223,r12224,r12225,r12226,r12227,r12228,r12229,r12230,r12231,r12232,r12233,r12234,r12235,r12236,r12237,r12238,r12239,r12240,r12241,r12242,r12243,r12244,r12245,r12246,r12247,r12248,r12249,r12250,r12251,r12252,r12253,r12254,r12255,r12256,r12257,r12258,r12259,r12260,r12261,r12262,r12263,r12264,r12265,r12266,r12267,r12268,r12269,r12270,r12271,r12272,r12273,r12274,r12275,r12276,r12277,r12278,r12279,r12280,r12281,r12282,r12283,r12284,r12285,r12286,r12287,r12288,r12289,r12290,r12291,r12292,r12293,r12294,r12295,r12296,r12297,r12298,r12299,r122100,r122101,r122102,r122103,r122104,r122105,r122106,r122107,r122108,r122109,r122110,r122111,r122112,r122113,r122114,r122115,r122116,r122117,r122118,r122119,r122120,r122121,r122122,r122123,r122124,r122125,r122126,r122127,r122128,r122129,r122130,r122131,r122132,r122133,r122134,r122135,r122136,r122137,r122138,r122139,r122140,r122141,r122142,r122143,r122144,r122145,r122146,r122147,r122148,r122149,r122150,r122151,r122152,r122153,r122154,r122155,r122156,r122157,r122158,r122159,r122160,r122161,r122162,r122163,r122164,r122165,r122166,r122167,r122168,r122169,r122170,r122171,r122172,r122173,r122174,r122175,r122176,r122177,r122178,r122179,r122180,r122181,r122182,r122183,r122184,r122185,r122186,r122187,r122188,r122189,r122190,r122191,r122192,r122193,0,0,0,0,0,0,0
z1231,z1232,z1233,z1234,z1235,,,,,,,,,,,,r12317,r12318,r12319,r12320,r12321,r12322,r12323,r12324,r12325,r12326,r12327,r12328,r12329,r12330,r12331,r12332,r12333,r12334,r12335,r12336,r12337,r12338,r12339,r12340,r12341,r12342,r12343,r12344,r12345,r12346,r12347,r12348,r12349,r12350,r12351,r12352,r12353,r12354,r12355,r12356,r12357,r12358,r12359,r12360,r12361,r12362,r12363,r12364,r12365,r12366,r12367,r12368,r12369,r12370,r12371,r12372,r12373,r12374,r12375,r12376,r12377,r12378,r12379,r12380,r12381,r12382,r12383,r12384,r12385,r12386,r12387,r12388,r12389,r12390,r12391,r12392,r12393,r12394,r12395,r12396,r12397,r12398,r12399,r123100,r123101,r123102,r123103,r123104,r123105,r123106,r123107,r123108,r123109,r123110,r123111,r123112,r123113,r123114,r123115,r123116,r123117,r123118,r123119,r123120,r123121,r123122,r123123,r123124,r123125,r123126,r123127,r123128,r123129,r123130,r123131,r123132,r123133,r123134,r123135,r123136,r123137,r123138,r123139,r123140,r123141,r123142,r123143,r123144,r123145,r123146,r123147,r123148,r123149,r123150,r123151,r123152,r123153,r123154,r123155,r123156,r123157,r123158,r123159,r123160,r123161,r123162,r123163,r123164,r123165,r123166,r123167,r123168,r123169,r123170,r123171,r123172,r123173,r123174,r123175,r123176,r123177,r123178,r123179,r123180,r123181,r123182,r123183,r123184,r123185,r123186,r123187,r123188,r123189,r123190,r123191,r123192,r123193,0,0,0,0,0,0,0
z1241,z1242,z1243,z1244,z1245,,,,,,,,,,,,r12417,r12418,r12419,r12420,r12421,r12422,r12423,r12424,r12425,r12426,r12427,r12428,r12429,r12430,r12431,r12432,r12433,r12434,r12435,r12436,r12437,r12438,r12439,r12440,r12441,r12442,r12443,r12444,r12445,r12446,r12447,r12448,r12449,r12450,r12451,r12452,r12453,r12454,r12455,r12456,r12457,r12458,r12459,r12460,r12461,r12462,r12463,r12464,r12465,r12466,r12467,r12468,r12469,r12470,r12471,r12472,r12473,r12474,r12475,r12476,r12477,r12478,r12479,r12480,r12481,r12482,r12483,r12484,r12485,r12486,r12487,r12488,r12489,r12490,r12491,r12492,r12493,r12494,r12495,r12496,r12497,r12498,r12499,r124100,r124101,r124102,r124103,r124104,r124105,r124106,r124107,r124108,r124109,r124110,r124111,r124112,r124113,r124114,r124115,r124116,r124117,r124118,r124119,r124120,r124121,r124122,r124123,r124124,r124125,r124126,r124127,r124128,r124129,r124130,r124131,r124132,r124133,r124134,r124135,r124136,r124137,r124138,r124139,r124140,r124141,r124142,r124143,r124144,r124145,r124146,r124147,r124148,r124149,r124150,r124151,r124152,r124153,r124154,r124155,r124156,r124157,r124158,r124159,r124160,r124161,r124162,r124163,r124164,r124165,r124166,r124167,r124168,r124169,r124170,r124171,r124172,r124173,r124174,r124175,r124176,r124177,r124178,r124179,r124180,r124181,r124182,r124183,r124184,r124185,r124186,r124187,r124188,r124189,r124190,r124191,r124192,r124193,0,0,0,0,0,0,0
z1251,z1252,z1253,z1254,z1255,,,,,,,,,,,,r12517,r12518,r12519,r12520,r12521,r12522,r12523,r12524,r12525,r12526,r12527,r12528,r12529,r12530,r12531,r12532,r12533,r12534,r12535,r12536,r12537,r12538,r12539,r12540,r12541,r12542,r12543,r12544,r12545,r12546,r12547,r12548,r12549,r12550,r12551,r12552,r12553,r12554,r12555,r12556,r12557,r12558,r12559,r12560,r12561,r12562,r12563,r12564,r12565,r12566,r12567,r12568,r12569,r12570,r12571,r12572,r12573,r12574,r12575,r12576,r12577,r12578,r12579,r12580,r12581,r12582,r12583,r12584,r12585,r12586,r12587,r12588,r12589,r12590,r12591,r12592,r12593,r12594,r12595,r12596,r12597,r12598,r12599,r125100,r125101,r125102,r125103,r125104,r125105,r125106,r125107,r125108,r125109,r125110,r125111,r125112,r125113,r125114,r125115,r125116,r125117,r125118,r125119,r125120,r125121,r125122,r125123,r125124,r125125,r125126,r125127,r125128,r125129,r125130,r125131,r125132,r125133,r125134,r125135,r125136,r125137,r125138,r125139,r125140,r125141,r125142,r125143,r125144,r125145,r125146,r125147,r125148,r125149,r125150,r125151,r125152,r125153,r125154,r125155,r125156,r125157,r125158,r125159,r125160,r125161,r125162,r125163,r125164,r125165,r125166,r125167,r125168,r125169,r125170,r125171,r125172,r125173,r125174,r125175,r125176,r125177,r125178,r125179,r125180,r125181,r125182,r125183,r125184,r125185,r125186,r125187,r125188,r125189,r125190,r125191,r125192,r125193,0,0,0,0,0,0,0
z1261,z1262,z1263,z1264,z1265,,,,,,,,,,,,r12617,r12618,r12619,r12620,r12621,r12622,r12623,r12624,r12625,r12626,r12627,r12628,r12629,r12630,r12631,r12632,r12633,r12634,r12635,r12636,r12637,r12638,r12639,r12640,r12641,r12642,r12643,r12644,r12645,r12646,r12647,r12648,r12649,r12650,r12651,r12652,r12653,r12654,r12655,r12656,r12657,r12658,r12659,r12660,r12661,r12662,r12663,r12664,r12665,r12666,r12667,r12668,r12669,r12670,r12671,r12672,r12673,r12674,r12675,r12676,r12677,r12678,r12679,r12680,r12681,r12682,r12683,r12684,r12685,r12686,r12687,r12688,r12689,r12690,r12691,r12692,r12693,r12694,r12695,r12696,r12697,r12698,r12699,r126100,r126101,r126102,r126103,r126104,r126105,r126106,r126107,r126108,r126109,r126110,r126111,r126112,r126113,r126114,r126115,r126116,r126117,r126118,r126119,r126120,r126121,r126122,r126123,r126124,r126125,r126126,r126127,r126128,r126129,r126130,r126131,r126132,r126133,r126134,r126135,r126136,r126137,r126138,r126139,r126140,r126141,r126142,r126143,r126144,r126145,r126146,r126147,r126148,r126149,r126150,r126151,r126152,r126153,r126154,r126155,r126156,r126157,r126158,r126159,r126160,r126161,r126162,r126163,r126164,r126165,r126166,r126167,r126168,r126169,r126170,r126171,r126172,r126173,r126174,r126175,r126176,r126177,r126178,r126179,r126180,r126181,r126182,r126183,r126184,r126185,r126186,r126187,r126188,r126189,r126190,r126191,r126192,r126193,0,0,0,0,0,0,0
z1271,z1272,z1273,z1274,z1275,,,,,,,,,,,,r12717,r12718,r12719,r12720,r12721,r12722,r12723,r12724,r12725,r12726,r12727,r12728,r12729,r12730,r12731,r12732,r12733,r12734,r12735,r12736,r12737,r12738,r12739,r12740,r12741,r12742,r12743,r12744,r12745,r12746,r12747,r12748,r12749,r12750,r12751,r12752,r12753,r12754,r12755,r12756,r12757,r12758,r12759,r12760,r12761,r12762,r12763,r12764,r12765,r12766,r12767,r12768,r12769,r12770,r12771,r12772,r12773,r12774,r12775,r12776,r12777,r12778,r12779,r12780,r12781,r12782,r12783,r12784,r12785,r12786,r12787,r12788,r12789,r12790,r12791,r12792,r12793,r12794,r12795,r12796,r12797,r12798,r12799,r127100,r127101,r127102,r127103,r127104,r127105,r127106,r127107,r127108,r127109,r127110,r127111,r127112,r127113,r127114,r127115,r127116,r127117,r127118,r127119,r127120,r127121,r127122,r127123,r127124,r127125,r127126,r127127,r127128,r127129,r127130,r127131,r127132,r127133,r127134,r127135,r127136,r127137,r127138,r127139,r127140,r127141,r127142,r127143,r127144,r127145,r127146,r127147,r127148,r127149,r127150,r127151,r127152,r127153,r127154,r127155,r127156,r127157,r127158,r127159,r127160,r127161,r127162,r127163,r127164,r127165,r127166,r127167,r127168,r127169,r127170,r127171,r127172,r127173,r127174,r127175,r127176,r127177,r127178,r127179,r127180,r127181,r127182,r127183,r127184,r127185,r127186,r127187,r127188,r127189,r127190,r127191,r127192,r127193,0,0,0,0,0,0,0
z1281,z1282,z1283,z1284,z1285,,,,,,,,,,,,r12817,r12818,r12819,r12820,r12821,r12822,r12823,r12824,r12825,r12826,r12827,r12828,r12829,r12830,r12831,r12832,r12833,r12834,r12835,r12836,r12837,r12838,r12839,r12840,r12841,r12842,r12843,r12844,r12845,r12846,r12847,r12848,r12849,r12850,r12851,r12852,r12853,r12854,r12855,r12856,r12857,r12858,r12859,r12860,r12861,r12862,r12863,r12864,r12865,r12866,r12867,r12868,r12869,r12870,r12871,r12872,r12873,r12874,r12875,r12876,r12877,r12878,r12879,r12880,r12881,r12882,r12883,r12884,r12885,r12886,r12887,r12888,r12889,r12890,r12891,r12892,r12893,r12894,r12895,r12896,r12897,r12898,r12899,r128100,r128101,r128102,r128103,r128104,r128105,r128106,r128107,r128108,r128109,r128110,r128111,r128112,r128113,r128114,r128115,r128116,r128117,r128118,r128119,r128120,r128121,r128122,r128123,r128124,r128125,r128126,r128127,r128128,r128129,r128130,r128131,r128132,r128133,r128134,r128135,r128136,r128137,r128138,r128139,r128140,r128141,r128142,r128143,r128144,r128145,r128146,r128147,r128148,r128149,r128150,r128151,r128152,r128153,r128154,r128155,r128156,r128157,r128158,r128159,r128160,r128161,r128162,r128163,r128164,r128165,r128166,r128167,r128168,r128169,r128170,r128171,r128172,r128173,r128174,r128175,r128176,r128177,r128178,r128179,r128180,r128181,r128182,r128183,r128184,r128185,r128186,r128187,r128188,r128189,r128190,r128191,r128192,r128193,0,0,0,0,0,0,0
z1291,z1292,z1293,z1294,z1295,,,,,,,,,,,,r12917,r12918,r12919,r12920,r12921,r12922,r12923,r12924,r12925,r12926,r12927,r12928,r12929,r12930,r12931,r12932,r12933,r12934,r12935,r12936,r12937,r12938,r12939,r12940,r12941,r12942,r12943,r12944,r12945,r12946,r12947,r12948,r12949,r12950,r12951,r12952,r12953,r12954,r12955,r12956,r12957,r12958,r12959,r12960,r12961,r12962,r12963,r12964,r12965,r12966,r12967,r12968,r12969,r12970,r12971,r12972,r12973,r12974,r12975,r12976,r12977,r12978,r12979,r12980,r12981,r12982,r12983,r12984,r12985,r12986,r12987,r12988,r12989,r12990,r12991,r12992,r12993,r12994,r12995,r12996,r12997,r12998,r12999,r129100,r129101,r129102,r129103,r129104,r129105,r129106,r129107,r129108,r129109,r129110,r129111,r129112,r129113,r129114,r129115,r129116,r129117,r129118,r129119,r129120,r129121,r129122,r129123,r129124,r129125,r129126,r129127,r129128,r129129,r129130,r129131,r129132,r129133,r129134,r129135,r129136,r129137,r129138,r129139,r129140,r129141,r129142,r129143,r129144,r129145,r129146,r129147,r129148,r129149,r129150,r129151,r129152,r129153,r129154,r129155,r129156,r129157,r129158,r129159,r129160,r129161,r129162,r129163,r129164,r129165,r129166,r129167,r129168,r129169,r129170,r129171,r129172,r129173,r129174,r129175,r129176,r129177,r129178,r129179,r129180,r129181,r129182,r129183,r129184,r129185,r129186,r129187,r129188,r129189,r129190,r129191,r129192,r129193,0,0,0,0,0,0,0
z1301,z1302,z1303,z1304,z1305,,,,,,,,,,,,r13017,r13018,r13019,r13020,r13021,r13022,r13023,r13024,r13025,r13026,r13027,r13028,r13029,r13030,r13031,r13032,r13033,r13034,r13035,r13036,r13037,r13038,r13039,r13040,r13041,r13042,r13043,r13044,r13045,r13046,r13047,r13048,r13049,r13050,r13051,r13052,r13053,r13054,r13055,r13056,r13057,r13058,r13059,r13060,r13061,r13062,r13063,r13064,r13065,r13066,r13067,r13068,r13069,r13070,r13071,r13072,r13073,r13074,r13075,r13076,r13077,r13078,r13079,r13080,r13081,r13082,r13083,r13084,r13085,r13086,r13087,r13088,r13089,r13090,r13091,r13092,r13093,r13094,r13095,r13096,r13097,r13098,r13099,r130100,r130101,r130102,r130103,r130104,r130105,r130106,r130107,r130108,r130109,r130110,r130111,r130112,r130113,r130114,r130115,r130116,r130117,r130118,r130119,r130120,r130121,r130122,r130123,r130124,r130125,r130126,r130127,r130128,r130129,r130130,r130131,r130132,r130133,r130134,r130135,r130136,r130137,r130138,r130139,r130140,r130141,r130142,r130143,r130144,r130145,r130146,r130147,r130148,r130149,r130150,r130151,r130152,r130153,r130154,r130155,r130156,r130157,r130158,r130159,r130160,r130161,r130162,r130163,r130164,r130165,r130166,r130167,r130168,r130169,r130170,r130171,r130172,r130173,r130174,r130175,r130176,r130177,r130178,r130179,r130180,r130181,r130182,r130183,r130184,r130185,r130186,r130187,r130188,r130189,r130190,r130191,r130192,r130193,0,0,0,0,0,0,0
z1311,z1312,z1313,z1314,z1315,,,,,,,,,,,,r13117,r13118,r13119,r13120,r13121,r13122,r13123,r13124,r13125,r13126,r13127,r13128,r13129,r13130,r13131,r13132,r13133,r13134,r13135,r13136,r13137,r13138,r13139,r13140,r13141,r13142,r13143,r13144,r13145,r13146,r13147,r13148,r13149,r13150,r13151,r13152,r13153,r13154,r13155,r13156,r13157,r13158,r13159,r13160,r13161,r13162,r13163,r13164,r13165,r13166,r13167,r13168,r13169,r13170,r13171,r13172,r13173,r13174,r13175,r13176,r13177,r13178,r13179,r13180,r13181,r13182,r13183,r13184,r13185,r13186,r13187,r13188,r13189,r13190,r13191,r13192,r13193,r13194,r13195,r13196,r13197,r13198,r13199,r131100,r131101,r131102,r131103,r131104,r131105,r131106,r131107,r131108,r131109,r131110,r131111,r131112,r131113,r131114,r131115,r131116,r131117,r131118,r131119,r131120,r131121,r131122,r131123,r131124,r131125,r131126,r131127,r131128,r131129,r131130,r131131,r131132,r131133,r131134,r131135,r131136,r131137,r131138,r131139,r131140,r131141,r131142,r131143,r131144,r131145,r131146,r131147,r131148,r131149,r131150,r131151,r131152,r131153,r131154,r131155,r131156,r131157,r131158,r131159,r131160,r131161,r131162,r131163,r131164,r131165,r131166,r131167,r131168,r131169,r131170,r131171,r131172,r131173,r131174,r131175,r131176,r131177,r131178,r131179,r131180,r131181,r131182,r131183,r131184,r131185,r131186,r131187,r131188,r131189,r131190,r131191,r131192,r131193,0,0,0,0,0,0,0
z1321,z1322,z1323,z1324,z1325,,,,,,,,,,,,r13217,r13218,r13219,r13220,r13221,r13222,r13223,r13224,r13225,r13226,r13227,r13228,r13229,r13230,r13231,r13232,r13233,r13234,r13235,r13236,r13237,r13238,r13239,r13240,r13241,r13242,r13243,r13244,r13245,r13246,r13247,r13248,r13249,r13250,r13251,r13252,r13253,r13254,r13255,r13256,r13257,r13258,r13259,r13260,r13261,r13262,r13263,r13264,r13265,r13266,r13267,r13268,r13269,r13270,r13271,r13272,r13273,r13274,r13275,r13276,r13277,r13278,r13279,r13280,r13281,r13282,r13283,r13284,r13285,r13286,r13287,r13288,r13289,r13290,r13291,r13292,r13293,r13294,r13295,r13296,r13297,r13298,r13299,r132100,r132101,r132102,r132103,r132104,r132105,r132106,r132107,r132108,r132109,r132110,r132111,r132112,r132113,r132114,r132115,r132116,r132117,r132118,r132119,r132120,r132121,r132122,r132123,r132124,r132125,r132126,r132127,r132128,r132129,r132130,r132131,r132132,r132133,r132134,r132135,r132136,r132137,r132138,r132139,r132140,r132141,r132142,r132143,r132144,r132145,r132146,r132147,r132148,r132149,r132150,r132151,r132152,r132153,r132154,r132155,r132156,r132157,r132158,r132159,r132160,r132161,r132162,r132163,r132164,r132165,r132166,r132167,r132168,r132169,r132170,r132171,r132172,r132173,r132174,r132175,r132176,r132177,r132178,r132179,r132180,r132181,r132182,r132183,r132184,r132185,r132186,r132187,r132188,r132189,r132190,r132191,r132192,r132193,0,0,0,0,0,0,0
z1331,z1332,z1333,z1334,z1335,,,,,,,,,,,,r13317,r13318,r13319,r13320,r13321,r13322,r13323,r13324,r13325,r13326,r13327,r13328,r13329,r13330,r13331,r13332,r13333,r13334,r13335,r13336,r13337,r13338,r13339,r13340,r13341,r13342,r13343,r13344,r13345,r13346,r13347,r13348,r13349,r13350,r13351,r13352,r13353,r13354,r13355,r13356,r13357,r13358,r13359,r13360,r13361,r13362,r13363,r13364,r13365,r13366,r13367,r13368,r13369,r13370,r13371,r13372,r13373,r13374,r13375,r13376,r13377,r13378,r13379,r13380,r13381,r13382,r13383,r13384,r13385,r13386,r13387,r13388,r13389,r13390,r13391,r13392,r13393,r13394,r13395,r13396,r13397,r13398,r13399,r133100,r133101,r133102,r133103,r133104,r133105,r133106,r133107,r133108,r133109,r133110,r133111,r133112,r133113,r133114,r133115,r133116,r133117,r133118,r133119,r133120,r133121,r133122,r133123,r133124,r133125,r133126,r133127,r133128,r133129,r133130,r133131,r133132,r133133,r133134,r133135,r133136,r133137,r133138,r133139,r133140,r133141,r133142,r133143,r133144,r133145,r133146,r133147,r133148,r133149,r133150,r133151,r133152,r133153,r133154,r133155,r133156,r133157,r133158,r133159,r133160,r133161,r133162,r133163,r133164,r133165,r133166,r133167,r133168,r133169,r133170,r133171,r133172,r133173,r133174,r133175,r133176,r133177,r133178,r133179,r133180,r133181,r133182,r133183,r133184,r133185,r133186,r133187,r133188,r133189,r133190,r133191,r133192,r133193,0,0,0,0,0,0,0
